precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
17,DOLJ,"GRADINITA IZVOARE",383,IZVOARE,72882,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:57:30",974,899,0,36,39,725,650,0,36,39,611,4,945,330,283,39,168,121
17,DOLJ,"SCOALA CLASELE I-IV",384,IZVOARE,72882,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:00:28",267,239,0,16,12,172,144,0,16,12,171,1,304,132,144,6,8,13
