precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRAGNEA NICULAIE-PARTIDUL SOCIAL DEMOCRAT-voturi","VOICA COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","VINTILĂ LUMINIŢA-CRISTIANA-UNIUNEA SALVAȚI ROMÂNIA-voturi","DEACONU MIHAI-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
3,ARGEŞ,"CĂMINUL CULTURAL",218,BĂICULEŞTI,14165,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:51:47",665,660,0,5,0,424,419,0,5,0,419,5,700,276,209,188,8,14
3,ARGEŞ,"CĂMINUL CULTURAL",219,BĂICULEŞTI,14165,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:47:25",810,803,0,7,0,479,472,0,7,0,470,9,900,421,281,146,17,26
3,ARGEŞ,"PRIMĂRIA BĂICULEŞTI",215,BĂICULEŞTI,14165,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:28:52",1387,1383,2,2,0,809,807,0,2,0,784,25,1500,691,388,355,18,23
3,ARGEŞ,"ŞCOALA MĂNICEŞTI",216,BĂICULEŞTI,14165,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:38",620,614,2,4,0,380,375,1,4,0,374,6,700,320,140,223,4,7
3,ARGEŞ,"SEDIUL ADMINISTRATIV TUTANA",217,BĂICULEŞTI,14165,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:50",1435,1430,0,3,2,893,888,0,3,2,876,17,1600,707,363,450,10,53
