precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
15,COVASNA,"CĂMINUL CULTURAL ILIENI",153,ILIENI,64425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:12",905,876,4,4,21,647,623,0,4,20,607,16,929,276,6,11,337,253
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL SÂNCRAIU",155,ILIENI,64425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:32",470,453,5,2,10,325,312,1,2,10,307,18,500,175,17,14,189,87
15,COVASNA,"ŞCOALA PRIMARĂ ”BODA-POPOVICI” DOBOLII DE JOS",154,ILIENI,64425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:10",436,412,3,4,17,286,265,0,4,17,271,15,491,205,11,82,97,81
