precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL BRÎGLEZ",278,SURDUC,142774,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:29",276,215,0,44,17,211,150,0,44,17,207,3,250,39,129,5,72,1,0,0
33,SĂLAJ,"CĂMINUL CULTURAL SOLONA",280,SURDUC,142774,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:24:33",214,178,0,27,9,155,119,0,27,9,149,6,200,45,73,1,71,1,0,3
33,SĂLAJ,"CĂMINUL CULTURAL SURDUC",277,SURDUC,142774,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:09:05",1206,1039,2,135,30,896,730,1,135,30,864,32,1098,202,514,16,319,10,2,3
33,SĂLAJ,"CĂMINUL CULTURAL TEȘTIOARA",281,SURDUC,142774,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:07:18",84,60,0,20,4,58,34,0,20,4,57,1,100,42,22,5,28,1,0,1
33,SĂLAJ,"CĂMINUL CULTURAL TIHĂU",282,SURDUC,142774,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:58:18",940,847,0,67,26,698,605,0,67,26,631,64,929,234,368,25,231,3,2,2
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV CRISTOLȚEL",279,SURDUC,142774,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:59:21",360,331,0,23,6,260,231,0,23,6,247,13,380,120,148,11,82,5,1,0
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV TURBUȚA",283,SURDUC,142774,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:13:58",301,240,0,56,5,204,143,0,56,5,201,3,270,66,31,2,167,0,0,1
