precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
40,VÂLCEA,"CĂMIN CULTURAL(ATENEU SĂTESC)",343,PRUNDENI,172457,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:39:43",1180,1146,0,33,1,685,651,0,33,1,640,44,1260,575,32,367,190,25,19,7
40,VÂLCEA,"ȘCOALA BĂRBUCENI",344,PRUNDENI,172457,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:27:57",887,863,0,12,12,484,460,0,12,12,466,18,970,486,23,292,123,13,12,3
40,VÂLCEA,"ȘCOALA CĂLINA",345,PRUNDENI,172457,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:24:38",1137,1104,0,29,4,645,612,0,29,4,604,41,1220,575,85,296,184,15,22,2
