precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRAŞOVEANU BRĂDUŢU-PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","CÎMPANU FLORIN-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
7,BOTOŞANI,"CAMIN CULTURAL ALBESTI",145,ALBEŞTI,36131,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:03",979,932,0,35,12,597,550,0,35,12,584,13,1000,403,281,303
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.2 TUDOR VLADIMIRESCU",152,ALBEŞTI,36131,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:06",773,767,0,2,4,399,393,0,2,4,382,17,812,413,136,246
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.2 TUDOR VLADIMIRESCU",151,ALBEŞTI,36131,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:43",725,722,0,1,2,400,397,0,1,2,385,15,800,400,153,232
7,BOTOŞANI,"SCOALA PRIMARA NR.1 ALBESTI",146,ALBEŞTI,36131,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:10",617,600,0,9,8,391,374,0,9,8,375,16,650,259,147,228
7,BOTOŞANI,"SCOALA PRIMARA NR.2 BUIMACENI",147,ALBEŞTI,36131,2,PART,PRCNCT,P,P_SV,"2024-06-12 12:22:26",608,603,0,3,2,357,352,0,3,2,349,8,650,293,184,165
7,BOTOŞANI,"SCOALA PRIMARA NR.3 COSTIUGENI",148,ALBEŞTI,36131,2,PART,PRCNCT,P,P_SV,"2024-06-12 15:27:22",431,423,1,6,1,224,216,1,6,1,211,13,500,276,92,119
7,BOTOŞANI,"SCOALA PRIMARA NR.4 JIJIA",149,ALBEŞTI,36131,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:30",493,490,0,3,0,258,255,0,3,0,244,14,550,292,152,92
7,BOTOŞANI,"SCOALA PRIMARA NR.5 MASCATENI",150,ALBEŞTI,36131,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:19:03",323,319,0,3,1,186,182,0,3,1,179,7,400,214,104,75
