precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
40,VÂLCEA,"CÃMINUL CULTURAL MITROFANI",306,MITROFANI,174520,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:40:51",579,502,0,36,41,420,343,0,36,41,409,11,560,138,168,241
40,VÂLCEA,"FOSTA ŞCOALÃ RACU",307,MITROFANI,174520,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:20",254,213,0,23,18,192,151,0,23,18,187,5,230,38,26,161
