precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA SORIN-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","BRÎNZI BOGDAN-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHEAUŞ CRISTINA-PARTIDUL SOCIAL DEMOCRAT-voturi","OGHINĂ DANIEL ŞTEFAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL GHIOȘEȘTI",230,"ORAŞ COMARNIC",131336,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:00:29",1579,1569,1,4,5,950,941,0,4,5,924,26,1617,667,598,163,153,10
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL PODUL LUNG",231,"ORAŞ COMARNIC",131336,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:26:12",455,450,0,5,0,237,232,0,5,0,228,9,500,263,134,32,56,6
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL POIANA",233,"ORAŞ COMARNIC",131336,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:50",830,821,0,8,1,474,465,0,8,1,470,4,900,426,316,29,114,11
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL POSADA",234,"ORAŞ COMARNIC",131336,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:06",1077,1071,0,6,0,556,550,0,6,0,541,15,1200,644,355,72,98,16
31,PRAHOVA,"LICEUL SIMION STOLNICU",226,"ORAŞ COMARNIC",131336,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:49",1469,1453,0,10,6,769,753,0,10,6,749,20,1600,831,425,81,215,28
31,PRAHOVA,"SCOALA GIMNAZIALA COMARNIC",232,"ORAŞ COMARNIC",131336,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:31",1384,1358,0,7,19,800,774,0,7,19,788,12,1500,700,522,103,155,8
31,PRAHOVA,"SCOALA GIMNAZIALA COMARNIC NR.2",227,"ORAŞ COMARNIC",131336,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:15",795,791,1,3,0,473,470,0,3,0,464,9,900,427,328,31,96,9
31,PRAHOVA,"SCOALA GIMNAZIALA COMARNIC NR.2",228,"ORAŞ COMARNIC",131336,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:35",1260,1250,0,8,2,698,688,0,8,2,683,15,1400,702,540,48,82,13
31,PRAHOVA,"SCOALA PRIMARA GHIOȘEȘTI",229,"ORAŞ COMARNIC",131336,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:45",1072,1064,0,6,2,616,608,0,6,2,607,9,1200,584,397,93,105,12
