precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"ANEXĂ PRIMĂRIE",303,MILCOIU,171469,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 16:15:59",267,225,0,15,27,175,133,0,15,27,161,14,270,95,20,3,0,102,35,1
40,VÂLCEA,"CENTRUL CULTURAL TEPŞENARI",305,MILCOIU,171469,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:29:20",364,313,0,47,4,276,225,0,47,4,268,8,340,64,50,9,2,140,61,6
40,VÂLCEA,"GRĂDINIŢA IZBĂŞEŞTI",304,MILCOIU,171469,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:53",196,167,2,27,0,144,116,1,27,0,140,4,190,46,64,7,0,55,12,2
40,VÂLCEA,"PRIMĂRIA MILCOIU",302,MILCOIU,171469,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:12",310,273,1,35,1,230,193,1,35,1,223,7,310,80,58,13,1,88,60,3
