precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA BISERICA)",224,UNIREA,94651,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:32:52",1154,1064,0,51,39,779,689,0,51,39,757,22,1170,391,166,591
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA CAMINUL CULTURAL)",225,UNIREA,94651,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:09",1173,1073,0,46,54,851,751,0,46,54,831,20,1293,442,242,589
