precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","HUSZÁR FARKAS-GÁBOR-voturi","BÁLINT-TULIT GYÖRGY-voturi"
21,HARGHITA,"CASA DE CULTURĂ PLĂIEȘII DE JOS",209,"PLĂIEŞII DE JOS",85289,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:58",636,630,2,4,0,315,310,1,4,0,301,14,700,385,278,8,15
21,HARGHITA,"ȘCOALA GIMNAZIALĂ NR.4 PLĂIEȘII DE SUS",212,"PLĂIEŞII DE JOS",85289,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:48:25",643,630,4,8,1,304,295,0,8,1,275,29,670,366,255,9,11
21,HARGHITA,"ȘCOALA GIMNAZIALĂ TUZSON JÁNOS NR.2 CASINU NOU",210,"PLĂIEŞII DE JOS",85289,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:26",537,533,0,4,0,252,248,0,4,0,235,17,600,348,182,30,23
21,HARGHITA,"ȘCOALA PRIMARĂ DR.PATAKI JÓZSEF NR.3 IACOBENI",211,"PLĂIEŞII DE JOS",85289,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:42:18",292,291,0,1,0,137,136,0,1,0,130,7,300,163,124,3,3
