precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL PRO ROMÂNIA-voturi"
40,VÂLCEA,"GRĂDINIŢA GRECI",285,MATEEŞTI,171067,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:42:02",470,423,0,21,26,319,275,0,21,23,292,27,500,181,3,59,127,1,101,1
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ MATEEŞTI",284,MATEEŞTI,171067,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:01",1081,1003,2,37,39,743,667,0,37,39,701,42,1150,407,12,117,428,14,123,7
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ TURCEŞTI",286,MATEEŞTI,171067,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:12:30",1088,997,2,46,43,721,630,2,46,43,683,38,1090,369,20,81,485,18,78,1
