precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUPERCEANU IONUŢ-CIPRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
36,TELEORMAN,"LICEUL TEHNOLOGIC DRĂGĂNEŞTI VLAŞCA",167,DRĂGĂNEŞTI-VLAŞCA,152902,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:35",1759,1563,0,104,92,997,806,0,104,87,981,16,1764,767,981
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV COMOARA",169,DRĂGĂNEŞTI-VLAŞCA,152902,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:26",286,232,0,34,20,242,188,0,34,20,241,1,315,73,241
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV VĂCENI",170,DRĂGĂNEŞTI-VLAŞCA,152902,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:15:11",182,164,0,9,9,110,92,0,9,9,102,8,190,80,102
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ DRĂGĂNEŞTI VLAŞCA",168,DRĂGĂNEŞTI-VLAŞCA,152902,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:32",1101,982,1,67,51,564,446,0,67,51,552,12,1090,526,552
