precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARBU ALEXANDRU-OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","TÂMPLĂRESCU GHEORGHE-TIRONEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
40,VÂLCEA,"GRĂDINIŢA ULMETU",196,COPĂCENI,169182,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:50",1052,1029,0,23,0,679,656,0,23,0,657,22,1160,481,192,465
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV BĂLTENI",197,COPĂCENI,169182,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:51:49",296,285,1,10,0,190,180,0,10,0,181,9,320,130,106,75
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VEŢELU",199,COPĂCENI,169182,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:38:45",428,423,0,5,0,269,264,0,5,0,257,12,456,187,117,140
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII - HOTĂRASA",198,COPĂCENI,169182,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:35",297,284,0,13,0,210,197,0,13,0,202,8,310,100,42,160
