precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COROBUŢĂ IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ANGHEL IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","MURGU CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
24,IAŞI,"GRADINITA DIN CADRUL SCOLII GIMNAZIALE GOESTI",533,LUNGANI,97722,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:35",699,673,0,2,24,400,374,0,2,24,385,15,807,407,350,17,18
24,IAŞI,"LICEUL TEHNOLOGIC LUNGANI",531,LUNGANI,97722,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:38",922,899,0,10,13,433,410,0,10,13,410,20,1001,570,348,36,26
24,IAŞI,"SCOALA GIMNAZIALA CRUCEA",532,LUNGANI,97722,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:50:29",1291,1286,0,5,0,625,620,0,5,0,569,56,1400,717,460,62,47
24,IAŞI,"SCOALA GIMNAZIALA ZMEU",534,LUNGANI,97722,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:38",1474,1452,0,9,13,887,865,0,9,13,863,24,1600,713,785,6,72
