precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GRIGOREAN MARCEL-voturi","DEREVLEAN GAVRIL-voturi"
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",379,MARGINEA,149290,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:11:34",1739,1732,1,0,6,828,821,1,0,6,785,43,1904,1076,22,380,46,195,1,17,48,29,47
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",378,MARGINEA,149290,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:22",1692,1689,0,0,3,807,804,0,0,3,764,43,1900,1093,20,303,76,236,14,13,33,37,32
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",377,MARGINEA,149290,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:41",1697,1690,0,1,6,738,731,0,1,6,690,48,1900,1162,28,313,52,173,2,34,21,13,54
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 2 MARGINEA",376,MARGINEA,149290,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:36",1653,1640,1,9,3,795,783,0,9,3,761,34,1800,1005,55,317,143,169,4,10,20,38,5
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 3 MARGINEA",380,MARGINEA,149290,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:23:23",1948,1931,0,8,9,929,912,0,8,9,882,47,2110,1181,29,445,47,259,2,54,10,15,21
