precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SARAGEA CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CARAMAN GEORGIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TĂRĂBUŞI DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROŞCA NECULAI-PARTIDUL S.O.S. ROMÂNIA-voturi"
38,TULCEA,"LICEUL ”DIMITRIE CANTEMIR” BABADAG",54,"ORAŞ BABADAG",159650,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:22:47",1359,1310,0,46,3,694,645,0,46,3,662,32,1506,812,275,356,21,10
38,TULCEA,"”SALA DE SPORT TOMA AUREL”",59,"ORAŞ BABADAG",159650,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:58:39",1259,1228,0,29,2,658,627,0,29,2,636,22,1356,698,284,323,16,13
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG CORP A",57,"ORAŞ BABADAG",159650,4,PART,PRCNCT,P,P_SV,"2024-06-10 15:29:36",1334,1315,0,18,1,555,536,0,18,1,496,59,1456,901,151,318,20,7
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG CORP B",56,"ORAŞ BABADAG",159650,5,PART,PRCNCT,P,P_SV,"2024-06-10 16:33:50",1335,1302,0,27,6,735,702,0,27,6,721,14,1447,712,349,318,31,23
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG - GRĂDINIȚA PN",58,"ORAŞ BABADAG",159650,3,PART,PRCNCT,P,P_SV,"2024-06-10 14:17:04",587,566,0,18,3,303,282,0,18,3,296,7,639,336,137,142,13,4
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN” BABADAG",55,"ORAŞ BABADAG",159650,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:25:35",1848,1760,1,68,19,898,811,0,68,19,836,62,1971,1073,400,383,33,20
