precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",107,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:31:13",494,474,3,14,3,312,294,1,14,3,302,10,527,215,133,30,88,19,12,20
11,CARAŞ-SEVERIN,"LICEUL HERCULES",106,"ORAŞ BĂILE HERCULANE",50923,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:46",967,930,4,23,10,537,502,2,23,10,527,10,1021,484,250,40,164,22,15,36
11,CARAŞ-SEVERIN,"LICEUL HERCULES",105,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:27:19",889,858,0,23,8,450,419,0,23,8,431,18,949,500,217,22,127,27,13,25
11,CARAŞ-SEVERIN,"LICEUL HERCULES(FOSTA SCOALA GENERALA)",104,"ORAŞ BĂILE HERCULANE",50923,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:32:55",1431,1379,5,34,13,779,732,0,34,13,756,23,1527,748,344,58,195,77,25,57
11,CARAŞ-SEVERIN,"PROTOPOPIAT ORTODOX ROMÂN",103,"ORAŞ BĂILE HERCULANE",50923,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:47:23",216,203,0,11,2,131,118,0,11,2,128,3,223,92,61,8,39,6,4,10
