precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL VERDE-voturi","MOIŞ GHEORGHE-voturi","GAL NICOLAE-voturi","POP VASILE-voturi","SAS PETRU-ADRIAN-voturi"
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL MOIŞENI",178,CERTEZE,137407,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:58:54",1186,1178,0,8,0,444,436,0,8,0,407,37,1292,848,29,93,5,70,35,1,0,58,15,80,6,3,12
32,"SATU MARE","SCOALA GIMNAZIALA CERTEZE",175,CERTEZE,137407,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:30",1448,1425,1,7,15,531,509,0,7,15,493,38,1583,1052,10,114,23,57,114,13,57,13,2,4,1,41,44
32,"SATU MARE","SCOALA GIMNAZIALA CERTEZE",176,CERTEZE,137407,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:52",1422,1417,0,0,5,569,564,0,0,5,534,35,1559,990,10,150,27,25,117,17,72,16,8,10,0,33,49
32,"SATU MARE","ȘCOALA HUTA-CERTEZE",177,CERTEZE,137407,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:01",960,944,0,3,13,381,365,0,3,13,365,16,1049,668,7,161,4,20,4,12,2,8,122,2,19,4,0
