precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BROAINA GHEORGHE-LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROŞA TEODOR-PARTIDUL SOCIAL DEMOCRAT-voturi","SZŐLLŐSI SANDA-MARGARETA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BENCHEA IOAN-GELU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"CAMIN CULTURAL TUREA",481,GÂRBĂU,57948,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:13:02",428,421,0,7,0,271,264,0,7,0,259,12,463,192,85,74,47,53
13,CLUJ,"CAMINUL CULTURAL CORNESTI",479,GÂRBĂU,57948,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:41:18",93,82,0,11,0,58,47,0,11,0,56,2,95,37,33,17,0,6
13,CLUJ,"CAMINUL CULTURAL GARBAU",478,GÂRBĂU,57948,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:30",541,533,0,4,4,356,348,0,4,4,345,11,605,249,143,110,9,83
13,CLUJ,"CĂMINUL CULTURAL NĂDĂȘELU",480,GÂRBĂU,57948,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:33:28",194,186,0,7,1,126,118,0,7,1,116,10,206,80,76,28,3,9
13,CLUJ,"CLADIRE ADMINISTRATIVA SFAT POPULAR",482,GÂRBĂU,57948,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:27:26",585,556,1,9,19,421,393,0,9,19,411,10,587,166,73,42,273,23
