precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL PATRIOȚILOR-voturi","FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL VERTICALA NOUĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
26,MARAMUREŞ,GRĂDINIȚA,201,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:30:15",1225,1217,1,4,3,624,617,0,4,3,604,20,1400,776,15,0,1,28,252,0,3,1,2,1,4,8,8,281
26,MARAMUREŞ,GRĂDINIȚA,181,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:43",588,583,0,5,0,301,296,0,5,0,289,12,600,299,17,1,3,15,152,13,0,0,8,10,3,6,5,56
26,MARAMUREŞ,GRĂDINIȚA,343,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:31",1073,1059,0,5,9,620,606,0,5,9,589,31,1200,580,13,3,5,27,218,10,1,6,0,0,3,5,16,282
26,MARAMUREŞ,GRĂDINIȚĂ,255,"BOGDAN VODĂ",107403,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:51",1936,1837,1,24,74,1116,1017,1,24,74,1023,88,2100,984,26,2,2,45,584,2,0,2,6,4,3,5,16,326
26,MARAMUREŞ,"GRĂDINIȚA 9 MAI",185,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:06",359,352,0,7,0,202,195,0,7,0,197,5,400,198,16,1,5,23,110,1,0,1,0,2,1,4,7,26
26,MARAMUREŞ,"GRĂDINIȚA CIOCOTIȘ",273,CERNEŞTI,107582,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:14:32",837,801,2,15,19,558,522,2,15,19,512,46,900,342,259,2,8,18,59,1,6,0,7,7,9,5,14,117
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL ,3 GRUPE",333,LĂPUŞ,108222,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:37",1517,1465,4,7,41,941,891,2,7,41,906,35,1700,759,20,1,6,33,661,7,1,0,3,3,3,7,15,146
26,MARAMUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL GROŞII ŢIBLEŞULUI",327,"GROŞII ŢIBLEŞULUI",179622,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:39:42",928,906,0,14,8,580,558,0,14,8,569,8,999,419,9,2,10,40,395,1,2,4,1,0,2,3,7,93
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 12",54,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:11",1602,1589,7,6,0,738,732,0,6,0,717,21,1800,1062,117,3,22,36,117,4,3,1,15,75,129,15,22,158
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT",166,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:36",947,933,1,7,6,555,542,0,7,6,531,24,1000,445,42,2,8,36,86,4,4,0,2,13,15,5,7,307
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOARE DE COLŢ”",36,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:59:14",1304,1294,0,10,0,528,518,0,10,0,509,19,1500,972,87,7,31,25,80,3,7,2,12,50,31,14,27,133
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „MICUL PRINŢ”",25,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:41:37",1344,1333,0,11,0,516,505,0,11,0,495,21,1600,1084,67,2,26,33,100,1,3,3,12,46,47,13,13,129
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",31,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:21:19",1162,1150,3,7,2,459,450,0,7,2,451,8,1300,841,68,3,11,28,66,5,3,0,11,57,25,13,14,147
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",30,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 23:01:57",1324,1318,1,5,0,496,491,0,5,0,485,10,1400,904,63,2,25,30,94,4,5,1,10,70,28,9,23,121
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 27",80,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:46",1653,1643,1,9,0,655,646,0,9,0,643,12,1900,1245,115,4,25,44,118,11,8,1,15,82,41,20,16,143
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 28",29,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:33:47",1312,1296,0,15,1,488,472,0,15,1,472,16,1400,912,65,2,16,31,86,7,5,1,17,43,32,14,12,141
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 34",35,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:19:05",1316,1299,6,11,0,559,547,1,11,0,544,15,1500,941,86,0,29,25,97,3,4,0,15,77,35,19,30,124
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",20,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:58:03",1423,1406,8,9,0,666,657,0,9,0,649,17,1600,934,119,2,40,41,141,1,1,1,14,68,50,10,10,151
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",77,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:12:58",1424,1414,4,6,0,598,592,0,6,0,574,24,1600,1002,83,2,31,25,121,7,3,2,11,71,23,18,15,162
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",78,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 23:07:51",1250,1240,0,10,0,411,401,0,10,0,395,16,1400,989,37,3,17,24,80,6,4,2,14,37,22,13,18,118
26,MARAMUREŞ,"GRĂDINIŢA DE COPII",252,"BOCICOIU MARE",107350,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:31:11",1362,1316,2,7,37,715,671,0,7,37,662,53,1400,685,24,2,6,197,88,1,1,46,6,2,12,19,14,244
26,MARAMUREŞ,"GRĂDINIȚA HOȘTEZE",177,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:23",940,930,0,10,0,525,515,0,10,0,501,14,1000,485,63,1,24,32,177,3,2,0,8,39,34,24,8,86
26,MARAMUREŞ,"GRĂDINIŢA NR.1",390,RUSCOVA,108696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:52:24",1742,1704,0,7,31,689,651,0,7,31,648,41,1850,1161,20,1,5,18,353,2,1,103,0,2,2,1,28,112
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",111,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:14:17",825,816,0,9,0,301,292,0,9,0,294,7,1000,699,17,0,7,24,92,1,0,3,0,2,26,7,11,104
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",110,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:30",984,970,1,13,0,397,384,0,13,0,384,13,1000,603,16,0,8,43,74,1,1,12,2,1,55,7,18,146
26,MARAMUREŞ,"GRĂDINIȚA NR. 12",90,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:14",1434,1421,2,9,2,499,488,0,9,2,478,21,1600,1101,25,3,18,62,104,2,2,5,2,4,57,11,22,161
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",213,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:43:10",1043,1026,2,6,9,484,469,0,6,9,459,25,1200,716,5,2,4,10,180,12,0,2,1,0,0,4,7,232
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",212,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:52",1058,1048,0,6,4,479,469,0,6,4,465,14,1200,721,11,0,5,9,149,25,0,0,9,0,1,3,10,243
26,MARAMUREŞ,"GRĂDINIȚA NR. 9",101,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:04",1511,1505,2,4,0,640,636,0,4,0,624,16,1600,960,27,1,11,60,153,1,1,9,6,4,114,9,14,214
26,MARAMUREŞ,"GRĂDINIȚA PROGRAM PRELUNGIT NR. 4",160,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:39",1911,1871,5,13,22,911,876,1,13,21,883,28,2067,1156,17,3,9,22,147,3,2,1,3,27,192,8,17,432
26,MARAMUREŞ,"GRĂDINIȚA ROȘTI",180,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:17:01",512,504,2,6,0,303,297,0,6,0,281,22,600,297,15,1,12,8,135,4,1,0,1,6,24,8,9,57
26,MARAMUREŞ,"GRĂDINIȚA ȘESU MÂNĂSTIRII",388,ROZAVLEA,108669,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 16:31:07",833,791,0,29,13,466,424,0,29,13,435,31,1000,534,10,3,0,18,311,5,0,0,3,0,0,1,6,78
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",44,"MUNICIPIUL BAIA MARE",106318,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 23:38:11",1095,1085,1,9,0,432,423,0,9,0,418,5,1200,768,60,1,13,21,75,3,1,4,16,53,31,7,12,121
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",43,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:22",1337,1304,24,9,0,587,578,0,9,0,565,22,1507,920,96,3,24,25,100,5,7,1,13,69,34,11,13,164
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",45,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:33",761,750,3,7,1,327,319,0,7,1,319,8,902,575,48,1,11,12,65,1,3,1,5,47,27,6,4,88
26,MARAMUREŞ,"LICEUL DE ARTE",51,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:09",1108,1094,3,7,4,546,535,0,7,4,532,14,1200,654,89,0,23,25,103,4,8,0,17,48,87,15,3,110
26,MARAMUREŞ,"LICEUL DE ARTE",52,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:07",1140,1123,8,9,0,598,588,1,9,0,589,9,1200,602,99,0,25,26,112,8,4,0,16,61,102,20,8,108
26,MARAMUREŞ,"LICEUL „REGELE FERDINAND”",93,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:44",267,258,0,9,0,267,258,0,9,0,253,14,1000,733,13,0,1,32,68,2,0,4,1,0,15,3,15,99
26,MARAMUREŞ,"LICEUL „REGELE FERDINAND”",94,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:46",1076,1040,1,3,32,472,437,0,3,32,449,23,1200,728,14,2,9,47,110,1,2,1,3,5,47,8,15,185
26,MARAMUREŞ,"LICEUL „TARAS SEVCENCO”",98,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:13",1227,1212,1,12,2,449,435,0,12,2,429,20,1400,951,16,2,4,31,86,2,0,5,6,6,126,11,18,116
26,MARAMUREŞ,"LICEUL „TARAS SEVCENCO”",99,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:54:54",1197,1180,5,10,2,457,445,0,10,2,441,16,1400,943,22,0,5,50,90,1,1,1,4,4,81,10,20,152
26,MARAMUREŞ,"LICEUL TEHNOLOGIC",216,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:49",1628,1615,0,8,5,637,624,0,8,5,617,20,1800,1163,21,0,6,15,239,15,0,3,6,0,20,13,28,251
26,MARAMUREŞ,"LICEUL TEHNOLOGIC",217,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:33:17",1638,1630,1,7,0,517,510,0,7,0,498,19,1800,1283,9,0,5,10,186,5,1,2,3,0,10,6,7,254
26,MARAMUREŞ,"LICEUL TEHNOLOGIC FORESTIER",105,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:00",1096,1087,2,6,1,439,433,0,6,0,414,25,1200,761,29,1,7,28,65,3,1,8,5,4,56,13,15,179
26,MARAMUREŞ,"LICEUL TEHNOLOGIC FORESTIER",104,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:35",815,808,0,5,2,326,319,0,5,2,311,15,1000,674,17,0,7,23,78,4,5,7,3,2,36,7,12,110
26,MARAMUREŞ,"LICEUL TEHNOLOGIC NR. 4",218,"ORAŞ VIŞEU DE SUS",106979,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:28:44",1047,1038,0,7,2,471,462,0,7,2,442,29,1100,629,8,1,1,3,118,1,0,1,4,0,2,4,14,285
26,MARAMUREŞ,"LICEUL TEHNOLOGIC NR. 4",219,"ORAŞ VIŞEU DE SUS",106979,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:41:01",948,933,1,11,3,480,466,0,11,3,448,32,1000,520,2,0,2,5,119,8,0,2,2,1,1,1,22,283
26,MARAMUREŞ,"LICEUL TEHNOLOGIC „TRAIAN VUIA”",176,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:32",1305,1286,5,13,1,706,692,0,13,1,689,17,1400,694,74,0,14,29,222,14,3,2,4,50,66,49,18,144
26,MARAMUREŞ,"LICEUL TEORETIC BOGDAN VODĂ",214,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:06",858,853,0,2,3,344,339,0,2,3,337,7,1000,656,9,0,2,19,116,10,0,4,0,0,13,4,8,152
26,MARAMUREŞ,"LICEUL TEORETIC BOGDAN VODĂ",215,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:28:38",918,913,2,2,1,401,397,1,2,1,387,14,1000,599,12,0,2,12,153,9,0,2,1,0,17,5,7,167
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",22,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:25",1383,1354,4,9,16,573,549,0,9,15,553,20,1600,1027,66,3,24,29,123,3,5,3,15,65,37,7,13,160
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",21,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:01",1347,1311,4,10,22,510,478,0,10,22,501,9,1500,990,62,2,20,34,83,1,5,1,11,43,84,9,15,131
26,MARAMUREŞ,"LICEUL TEORETIC „PETRU RAREȘ”",189,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:51:11",1814,1788,1,12,13,1070,1045,0,12,13,1028,39,1900,830,24,2,7,98,360,3,14,0,4,9,94,30,12,371
26,MARAMUREŞ,"LICEUL TEORETIC SANITAR",53,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:12",1326,1311,7,8,0,598,590,0,8,0,585,13,1400,802,107,3,18,34,120,7,5,0,7,63,96,12,9,104
26,MARAMUREŞ,PRIMĂRIA,257,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:39",534,466,0,48,20,408,340,0,48,20,384,24,500,92,10,0,2,37,39,1,0,3,0,5,14,4,1,268
26,MARAMUREŞ,PRIMĂRIA,270,"CÂMPULUNG LA TISA",107715,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:05",815,805,1,3,6,492,482,1,3,6,473,19,900,408,1,0,3,16,131,0,2,0,0,0,254,3,10,53
26,MARAMUREŞ,PRIMĂRIA,413,"SUCIU DE SUS",109041,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:06:34",1417,1368,1,33,15,949,901,0,33,15,888,61,1497,548,71,3,122,62,160,4,3,2,13,6,6,57,20,359
26,MARAMUREŞ,PRIMĂRIA,348,"OARŢA DE JOS",108366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:10",371,332,0,24,15,240,201,0,24,15,240,0,400,160,9,1,12,9,33,1,0,0,2,22,6,4,2,139
26,MARAMUREŞ,PRIMĂRIA,230,"ASUAJU DE SUS",107083,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:44:21",846,694,0,117,35,684,532,0,117,35,648,36,800,116,86,9,7,19,233,4,5,0,2,12,7,4,7,253
26,MARAMUREŞ,PRIMĂRIA,387,ROZAVLEA,108669,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 22:33:59",1986,1894,0,45,47,1143,1051,0,45,47,1074,64,2000,857,24,5,6,21,786,2,3,0,1,0,2,8,7,209
26,MARAMUREŞ,PRIMĂRIA,332,LĂPUŞ,108222,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:13",1379,1351,1,7,20,847,820,0,7,20,819,28,1500,653,34,0,2,18,574,8,3,1,2,9,4,6,21,137
26,MARAMUREŞ,PRIMĂRIA,364,"POIENILE IZEI",179604,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:50",737,644,3,42,48,629,536,3,42,48,613,15,800,171,9,0,2,12,148,1,0,0,0,0,0,2,3,436
26,MARAMUREŞ,PRIMĂRIA,404,SĂCEL,108874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:11:01",1396,1323,1,24,48,928,855,1,24,48,859,64,1500,572,79,10,8,79,311,31,1,2,4,1,2,23,45,263
26,MARAMUREŞ,PRIMĂRIA,342,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:37:09",1711,1687,2,11,11,982,960,0,11,11,946,28,1900,918,13,4,5,34,339,8,0,2,1,1,4,5,21,509
26,MARAMUREŞ,"PRIMĂRIA BISTRA",248,BISTRA,107270,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 21:58:09",816,796,0,9,11,487,467,0,9,11,446,41,900,413,3,3,2,10,265,8,1,37,2,0,4,4,5,102
26,MARAMUREŞ,PRIMĂRIE,442,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:53:06",1390,1364,4,6,16,741,717,2,6,16,721,20,1500,759,21,0,8,20,404,15,0,0,5,3,2,4,8,231
26,MARAMUREŞ,PRIMÃRIE,297,COROIENI,107868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:08",305,291,0,8,6,193,179,0,8,6,183,10,300,107,18,0,0,28,81,0,17,1,1,1,4,2,0,30
26,MARAMUREŞ,"REGISTRU AUTO ROMÂN, REPREZENTANȚA MARAMUREȘ",28,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:07",1283,1273,0,10,0,425,415,0,10,0,412,13,1400,975,47,6,13,38,72,1,3,0,8,34,21,8,30,131
26,MARAMUREŞ,"SALA DE EVENIMENTE",410,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:59",402,394,0,6,2,215,207,0,6,2,190,25,450,235,5,2,2,14,123,0,0,4,1,1,1,3,8,26
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",428,"VADU IZEI",106648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:24",388,375,0,5,8,245,232,0,5,8,238,7,400,155,6,2,0,24,24,0,0,0,0,0,0,0,3,179
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",350,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:41",1451,1429,5,13,4,748,729,2,13,4,710,38,1600,852,48,0,6,44,117,36,2,5,7,10,107,21,20,287
26,MARAMUREŞ,"SALA DE SPORT",124,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:50",1045,1039,3,2,1,567,564,0,2,1,555,12,1200,633,58,2,13,52,140,5,2,0,12,22,20,15,16,198
26,MARAMUREŞ,"SALA DE SPORT",125,"ORAŞ BAIA SPRIE",106684,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:25",1234,1226,1,7,0,524,517,0,7,0,508,16,1300,776,35,0,7,33,128,12,0,2,10,18,50,8,26,179
26,MARAMUREŞ,"SALA DE SPORT",401,SĂCĂLĂŞENI,108794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:39",846,821,0,23,2,476,451,0,23,2,450,26,900,424,77,1,9,95,121,2,9,2,4,14,8,6,15,87
26,MARAMUREŞ,"SALA DE SPORT",153,"ORAŞ DRAGOMIREŞTI",108017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:20:12",1282,1225,0,17,40,687,630,0,17,40,652,35,1400,713,22,2,9,30,204,3,1,1,0,3,1,2,15,359
26,MARAMUREŞ,"SALA MULTIFUNCȚIONALĂ MĂGHERĂUȘ",175,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:01:39",1636,1626,1,8,1,810,801,1,8,0,790,20,1700,890,67,1,35,59,289,11,1,3,9,75,41,34,22,143
26,MARAMUREŞ,"SALA MULTIFUNCŢIONALĂ VIILE APEI",163,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:59",574,558,4,6,6,341,329,0,6,6,334,7,645,304,4,0,1,8,26,1,0,1,3,2,53,1,8,226
26,MARAMUREŞ,"SALA POLIVALENTĂ",112,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:08",985,975,1,6,3,386,377,0,6,3,379,7,1000,614,22,3,6,41,93,0,1,9,1,1,22,4,12,164
26,MARAMUREŞ,"SALA POLIVALENTĂ",113,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:55",782,774,0,7,1,284,276,0,7,1,275,9,800,516,17,0,7,17,61,0,0,0,1,2,41,8,11,110
26,MARAMUREŞ,"SALA POLIVALENTĂ",114,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:24:44",1865,1860,0,4,1,750,746,0,3,1,718,32,1800,1050,31,1,23,86,143,0,4,8,2,0,33,16,27,344
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",49,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:40",1421,1400,4,17,0,626,609,0,17,0,610,16,1600,974,71,4,30,32,146,10,0,2,21,59,46,20,19,150
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",48,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:55",1275,1266,0,8,1,516,507,0,8,1,505,11,1400,884,65,1,22,33,113,4,5,1,7,50,60,15,4,125
26,MARAMUREŞ,ŞCOALA,335,LEORDINA,108240,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:31:43",552,529,3,2,18,286,266,0,2,18,256,30,600,314,22,13,2,37,41,0,0,2,1,1,2,2,5,128
26,MARAMUREŞ,ŞCOALA,162,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:10",704,686,2,10,6,382,366,0,10,6,375,7,800,418,9,4,1,19,55,1,2,1,1,4,1,12,17,248
26,MARAMUREŞ,ŞCOALA,290,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:30",234,226,0,6,2,126,118,0,6,2,121,5,300,174,4,1,0,4,78,0,0,1,1,0,2,1,2,27
26,MARAMUREŞ,ŞCOALA,294,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:34",301,294,0,6,1,196,189,0,6,1,182,14,300,104,11,0,1,7,121,0,0,0,0,0,3,0,5,34
26,MARAMUREŞ,ȘCOALA,309,DESEŞTI,107975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:41",774,716,0,36,22,610,552,0,36,22,579,31,800,190,23,0,2,24,291,15,0,7,1,1,2,5,4,204
26,MARAMUREŞ,"ŞCOALA BIRŢ",144,"ORAŞ BORŞA",106746,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:35:41",1351,1328,0,10,13,552,529,0,10,13,527,25,1400,848,22,4,9,56,157,7,0,1,2,0,3,6,32,228
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",246,BICAZ,107234,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:17:22",153,133,0,11,9,128,108,0,11,9,109,10,200,72,5,1,0,4,48,1,1,1,1,0,1,0,0,46
