precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL PATRIOȚILOR-voturi","FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL VERTICALA NOUĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",226,ARDUSAT,107001,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:53:48",385,365,1,12,7,217,198,0,12,7,208,9,400,183,4,1,1,69,53,1,0,1,2,3,2,10,1,60
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",225,ARDUSAT,107001,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:00",232,219,0,10,3,142,129,0,10,3,138,4,300,158,7,1,1,4,38,2,0,1,0,9,2,3,0,70
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",340,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:56",505,482,0,9,14,313,290,0,9,14,293,20,500,187,7,0,2,5,55,1,0,2,0,4,1,5,10,201
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",299,COROIENI,107868,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:00",163,149,0,8,6,117,103,0,8,6,111,6,200,83,2,0,0,5,34,0,0,0,1,1,0,0,0,68
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",423,ŞIŞEŞTI,109096,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:00:13",361,355,0,6,0,177,171,0,6,0,164,13,400,223,23,0,3,7,92,0,0,1,2,0,1,3,0,32
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",341,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:20",546,534,0,7,5,347,335,0,7,5,335,12,600,253,10,0,1,14,132,2,0,1,3,28,0,2,2,140
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",366,RECEA,106407,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:38",376,357,0,15,4,222,203,0,15,4,214,8,400,178,7,0,0,12,70,1,3,1,1,5,1,6,3,104
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",368,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:26",1211,1163,2,37,9,823,776,1,37,9,799,24,1300,477,48,1,16,43,190,12,20,3,16,28,15,24,16,367
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",375,"REMETEA CHIOARULUI",108491,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:41:10",231,216,0,13,2,140,125,0,13,2,133,7,299,159,2,0,3,8,53,6,3,0,1,3,2,2,3,47
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",420,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:05",201,192,0,9,0,99,90,0,9,0,97,2,201,102,11,0,0,5,54,0,0,0,1,0,0,1,2,23
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV GREBLE",328,"GROŞII ŢIBLEŞULUI",179622,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:42",818,797,0,13,8,488,467,0,13,8,477,11,900,412,16,0,9,20,318,1,1,0,0,1,27,0,9,75
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",253,"BOCICOIU MARE",107350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:37",689,670,0,6,13,366,347,0,6,13,335,30,800,434,12,1,4,79,23,1,2,74,2,0,4,3,9,121
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",304,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:46",341,330,0,6,5,213,202,0,6,5,208,5,400,187,3,0,0,4,73,1,0,0,0,0,2,2,0,123
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",376,REMEŢI,108552,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:56:43",1391,1372,1,4,14,644,626,0,4,14,565,79,1500,856,15,0,1,21,225,2,0,111,2,2,8,10,16,152
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",254,"BOCICOIU MARE",107350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:47:16",1243,1230,3,1,9,581,571,0,1,9,554,27,1400,819,20,0,3,191,73,1,2,14,3,5,27,11,21,183
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",224,ARDUSAT,107001,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:03:43",1686,1567,0,42,77,1000,881,0,42,77,866,127,1800,800,37,3,100,75,141,0,4,1,5,13,3,11,22,451
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",303,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:21",616,606,0,5,5,407,397,0,5,5,396,11,700,293,28,3,0,26,120,3,1,0,5,0,1,3,2,204
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-VIII",322,GIULEŞTI,108151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:53",1276,1225,0,6,45,841,790,0,6,45,787,54,1318,477,50,1,5,24,553,0,1,15,0,0,2,8,4,124
26,MARAMUREŞ,"ŞCOALA CU CLASELE V-VIII",305,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:33",827,803,2,3,19,665,642,1,3,19,654,11,900,235,18,0,2,17,475,2,1,0,1,1,11,5,4,117
26,MARAMUREŞ,"ŞCOALA CU CLS I-IV",424,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:55",421,418,0,3,0,253,250,0,3,0,235,18,500,247,10,0,9,21,112,0,0,1,6,4,1,4,8,59
26,MARAMUREŞ,"ȘCOALA DE LA PODUL RÂTULUI",418,ŞIEU,179613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:29",750,702,0,34,14,524,477,0,34,13,497,27,800,276,12,1,2,52,200,12,15,7,0,0,0,11,7,178
26,MARAMUREŞ,"ŞCOALA FÎNTÎNA",145,"ORAŞ BORŞA",106746,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 23:15:02",1184,1174,3,4,3,470,463,0,4,3,428,42,1300,830,10,0,5,28,161,5,0,1,3,0,1,9,18,187
26,MARAMUREŞ,"SCOALA GENERALĂ",425,ŞIŞEŞTI,109096,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:01:43",1193,1182,1,6,4,686,675,1,6,4,657,29,1300,614,51,0,17,55,193,1,0,3,62,13,0,11,14,237
26,MARAMUREŞ,"ŞCOALA GENERALĂ",258,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:34:25",46,41,0,4,1,46,41,0,4,1,46,0,100,54,0,1,0,0,3,1,0,0,1,0,1,1,0,38
26,MARAMUREŞ,"ŞCOALA GENERALĂ",197,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:38:55",68,58,0,10,0,36,26,0,10,0,34,2,100,64,2,0,0,1,15,1,0,0,0,0,3,2,0,10
26,MARAMUREŞ,"ŞCOALA GENERALĂ",190,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:43:20",266,261,0,5,0,127,122,0,5,0,122,5,300,173,3,1,0,11,32,1,2,0,1,1,2,0,4,64
26,MARAMUREŞ,"ŞCOALA GENERALĂ",196,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:05",199,192,0,7,0,98,91,0,7,0,91,7,200,102,1,1,0,7,31,0,2,0,0,4,2,0,4,39
26,MARAMUREŞ,"ŞCOALA GENERALĂ",198,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:36",203,196,0,7,0,110,103,0,7,0,105,5,300,190,5,0,0,8,73,0,0,1,0,0,1,1,1,15
26,MARAMUREŞ,"ŞCOALA GENERALĂ",353,"OCNA ŞUGATAG",108400,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 13:18:06",962,946,0,6,10,598,582,0,6,10,576,22,1100,502,14,2,0,110,137,3,0,7,1,1,3,4,19,275
26,MARAMUREŞ,"ŞCOALA GENERALĂ",421,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:49",517,510,1,6,0,264,258,0,6,0,256,8,600,336,47,1,33,19,69,2,0,0,11,3,2,2,13,54
26,MARAMUREŞ,"ŞCOALA GENERALĂ",195,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:25",176,171,0,5,0,92,87,0,5,0,90,2,200,108,2,0,1,4,28,0,1,0,0,2,1,3,0,48
26,MARAMUREŞ,"ŞCOALA GENERALĂ",422,ŞIŞEŞTI,109096,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:51:31",521,508,6,6,1,285,278,0,6,1,270,15,600,315,17,1,9,21,109,1,2,1,16,17,1,8,7,60
26,MARAMUREŞ,"ŞCOALA GENERALĂ",200,"ORAŞ TÂRGU LĂPUŞ",106817,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:21:10",492,480,0,9,3,270,258,0,9,3,264,6,500,230,8,0,2,17,84,1,6,1,0,5,2,1,5,132
26,MARAMUREŞ,"ŞCOALA GENERALĂ",313,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:45",523,512,0,5,6,286,275,0,5,6,282,4,600,314,22,2,5,15,155,1,1,1,1,9,2,2,7,59
26,MARAMUREŞ,"ŞCOALA GENERALĂ",194,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:29",323,316,0,5,2,177,170,0,5,2,167,10,400,223,2,3,2,11,62,3,2,1,1,0,1,3,5,71
26,MARAMUREŞ,"ŞCOALA GENERALĂ",311,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:43",558,537,0,6,15,394,373,0,6,15,377,17,600,206,21,1,8,24,188,5,1,2,6,10,2,4,7,98
26,MARAMUREŞ,"ŞCOALA GENERALĂ",314,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:34",485,484,0,1,0,282,281,0,1,0,271,11,600,318,11,1,1,10,161,0,0,1,2,2,1,3,5,73
26,MARAMUREŞ,"ŞCOALA GENERALĂ",193,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:46:33",769,747,2,4,16,416,395,2,4,15,409,7,800,384,1,0,1,11,46,3,1,0,0,1,242,7,5,91
26,MARAMUREŞ,"ŞCOALA GENERALĂ",323,GIULEŞTI,108151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:09",390,370,0,1,19,282,262,0,1,19,269,13,400,118,7,0,0,8,170,2,0,0,1,0,0,2,2,77
26,MARAMUREŞ,"ŞCOALA GENERALĂ",192,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:37",168,162,0,6,0,105,99,0,6,0,104,1,200,95,1,0,2,16,42,0,0,1,0,0,2,1,3,36
26,MARAMUREŞ,"ŞCOALA GENERALĂ",315,DUMBRĂVIŢA,108035,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:29",434,426,3,3,2,256,251,0,3,2,248,8,500,244,20,0,3,17,106,0,1,1,1,5,4,1,2,87
26,MARAMUREŞ,"ŞCOALA GENERALĂ",312,DUMBRĂVIŢA,108035,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:29",792,759,0,7,26,544,511,0,7,26,518,18,800,256,40,1,8,39,249,1,0,0,6,2,2,9,9,152
26,MARAMUREŞ,"ŞCOALA GENERALĂ",260,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:57:58",60,53,0,5,2,43,36,0,5,2,42,1,100,57,0,0,0,3,5,0,0,0,0,0,1,0,0,33
26,MARAMUREŞ,"ŞCOALA GENERALĂ",338,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:11",753,728,0,8,17,519,494,0,8,17,474,45,800,281,8,1,6,17,180,1,1,0,2,20,0,7,4,227
26,MARAMUREŞ,"ŞCOALA GENERALĂ",191,"ORAŞ TÂRGU LĂPUŞ",106817,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:42:58",423,386,31,6,0,259,253,0,6,0,249,10,400,141,3,4,0,22,134,4,2,0,0,1,4,2,2,71
26,MARAMUREŞ,"ŞCOALA GENERALÃ",301,COROIENI,107868,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:19:56",426,417,0,4,5,307,298,0,4,5,288,19,500,193,71,0,0,15,72,0,9,1,0,2,1,5,7,105
26,MARAMUREŞ,"ȘCOALA GENERALĂ",433,"VALEA CHIOARULUI",109354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:43",310,270,0,34,6,242,202,0,34,6,227,15,300,58,3,2,0,4,113,1,1,0,1,3,2,3,0,94
26,MARAMUREŞ,"ȘCOALA GENERALĂ",171,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:03",197,184,0,9,4,162,149,0,9,4,155,7,200,38,13,0,0,4,16,1,0,0,0,0,1,0,1,119
26,MARAMUREŞ,"ȘCOALA GENERALĂ",411,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:33",500,493,0,5,2,256,249,0,5,2,223,33,550,294,18,0,2,19,113,1,0,1,3,3,1,1,0,61
26,MARAMUREŞ,"ȘCOALA GENERALĂ",172,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:48",536,502,0,29,5,350,316,0,29,5,331,19,600,250,17,0,5,64,52,1,0,0,2,3,1,2,2,182
26,MARAMUREŞ,"ȘCOALA GENERALĂ",326,GROŞI,106363,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:21:42",1171,1161,4,4,2,576,570,0,4,2,556,20,1300,724,51,5,10,37,222,7,7,0,8,28,12,24,14,131
26,MARAMUREŞ,"ȘCOALA GENERALĂ",184,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:59",601,591,1,9,0,326,317,0,9,0,311,15,600,274,11,1,3,20,130,5,6,0,5,4,15,21,18,72
26,MARAMUREŞ,"ȘCOALA GENERALĂ",409,STRÂMTURA,109005,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:52:08",1606,1597,3,2,4,784,778,0,2,4,723,61,1750,966,31,2,2,39,397,7,3,12,3,3,7,9,11,197
26,MARAMUREŞ,"ȘCOALA GENERALĂ",349,"OARŢA DE JOS",108366,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:29:33",603,559,0,14,30,382,338,0,14,30,368,14,600,218,45,1,2,16,79,2,0,0,5,17,15,14,16,156
26,MARAMUREŞ,"ȘCOALA GENERALĂ",432,"VALEA CHIOARULUI",109354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:57",416,348,0,58,10,325,257,0,58,10,311,14,403,78,3,0,0,14,29,2,1,1,0,1,2,1,0,257
26,MARAMUREŞ,"ȘCOALA GENERALĂ",325,GROŞI,106363,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:26",434,427,0,7,0,168,161,0,7,0,163,5,500,332,10,0,5,11,82,0,0,0,4,9,2,6,8,26
26,MARAMUREŞ,"ȘCOALA GENERALĂ",169,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:54",315,305,0,7,3,207,197,0,7,3,199,8,400,193,1,0,5,7,59,0,0,0,0,0,1,0,2,124
26,MARAMUREŞ,"ȘCOALA GENERALĂ",412,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:28",410,406,0,4,0,182,178,0,4,0,157,25,450,268,15,0,3,20,76,0,1,1,1,0,2,2,3,33
26,MARAMUREŞ,"ŞCOALA GENERALĂ CANDELA",414,"SUCIU DE SUS",109041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:11",735,717,0,18,0,392,374,0,18,0,357,35,800,408,35,1,38,16,47,3,0,1,8,0,2,11,7,188
26,MARAMUREŞ,"ȘCOALA GENERALĂ CU CLASELE I-IV",165,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:39:02",664,657,0,7,0,325,318,0,7,0,311,14,800,475,21,1,8,21,37,4,2,1,2,3,12,4,9,186
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASELE I-IV LUJANA",381,REPEDEA,108598,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:13:38",753,746,0,7,0,339,332,0,7,0,311,23,1000,661,3,1,15,15,37,8,1,24,3,1,1,1,26,175
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASEL I-IV LESPEDEA DE JOS",382,REPEDEA,108598,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:25",1213,1210,0,3,0,584,581,0,3,0,548,36,1300,716,13,1,98,33,63,1,3,67,10,0,7,5,32,215
26,MARAMUREŞ,"ŞCOALA GENERALĂ „MOCEARSCHI”",355,PETROVA,108455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:05",1010,994,2,5,9,636,622,0,5,9,558,65,1100,477,8,7,23,26,303,12,0,1,2,0,2,5,11,158
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",152,"ORAŞ CAVNIC",106782,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:47",795,761,1,7,26,415,382,0,7,26,392,23,900,485,35,1,2,13,150,2,0,0,0,1,33,11,8,136
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",159,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:03",1763,1715,6,17,25,916,874,0,17,25,852,64,2000,1084,16,2,11,37,133,1,0,0,7,4,63,11,25,542
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 1",88,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:48",1422,1414,0,8,0,528,520,0,8,0,502,26,1600,1072,12,3,14,70,162,2,1,2,2,2,4,11,16,201
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",109,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:11:48",911,906,1,4,0,291,287,0,4,0,284,7,1000,709,8,3,6,34,82,2,2,2,0,1,24,5,13,102
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",108,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:15:08",791,780,4,7,0,284,277,0,7,0,266,16,800,516,6,1,4,31,47,1,0,2,0,0,43,6,19,106
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",107,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:04:32",1313,1301,4,8,0,473,465,0,8,0,451,22,1400,927,22,2,16,46,91,2,1,5,6,1,51,8,32,168
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 11",89,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:15",1119,1108,7,4,0,465,461,0,4,0,429,36,1200,735,25,3,4,48,109,3,1,5,1,4,49,10,11,156
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 2",151,"ORAŞ CAVNIC",106782,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:34:55",1748,1636,1,28,83,977,867,1,28,81,940,19,1800,823,108,1,10,95,396,1,2,0,9,14,14,53,17,220
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR.2",391,RUSCOVA,108696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:46:21",1130,1114,0,7,9,388,372,0,7,9,358,30,1262,874,33,2,2,20,170,0,0,36,1,0,2,5,22,65
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 2",167,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:40",848,837,1,10,0,526,516,0,10,0,192,334,900,374,0,2,1,10,16,1,0,1,2,0,7,2,13,137
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 2",100,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:46:03",1394,1374,11,6,3,560,551,0,6,3,535,25,1600,1040,35,1,15,48,114,3,3,5,5,4,124,8,13,157
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 5",116,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:50",1395,1387,0,8,0,535,527,0,8,0,512,23,1600,1065,23,2,14,66,124,2,1,2,2,1,10,14,26,225
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 5",115,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:49:07",1284,1274,0,10,0,547,537,0,10,0,527,20,1400,853,17,0,17,57,162,6,0,8,3,0,10,7,29,211
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 6",106,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:52:54",1840,1834,1,3,2,691,686,0,3,2,659,32,1800,1109,35,1,17,111,150,3,1,8,6,6,51,17,36,217
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 7",117,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:02",800,793,1,6,0,295,289,0,6,0,281,14,800,505,7,1,2,38,126,1,0,2,2,0,3,5,6,88
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 8",87,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:31",1068,1059,0,7,2,430,421,0,7,2,403,27,1200,770,9,0,2,36,130,1,1,1,2,0,3,6,15,197
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 9",103,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:01",1085,1080,0,5,0,353,348,0,5,0,350,3,1200,847,25,0,6,32,67,2,1,3,2,6,44,8,19,135
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 9",102,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:55:21",1163,1151,5,7,0,475,468,0,7,0,450,25,1200,725,34,4,10,38,98,0,2,9,3,4,61,8,32,147
26,MARAMUREŞ,"ŞCOALA GENERALĂ „SUSANI”",356,PETROVA,108455,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:08:21",955,935,0,5,15,559,539,0,5,15,500,59,1000,441,8,3,13,37,230,7,3,2,1,1,1,4,8,182
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ",250,BISTRA,107270,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:55:38",1187,1174,3,3,7,661,651,0,3,7,610,48,1300,642,6,1,1,22,130,1,0,44,4,0,4,11,10,376
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",126,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:53",516,514,1,1,0,283,282,0,1,0,259,24,600,317,32,1,7,25,104,2,1,1,2,2,2,3,3,74
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",122,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:39",1557,1546,3,7,1,546,537,1,7,1,520,26,1700,1154,27,1,10,58,132,24,2,1,8,17,35,9,19,177
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",123,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:03",1481,1465,1,10,5,614,599,0,10,5,586,28,1700,1086,60,0,9,52,156,11,3,1,15,21,70,19,10,159
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",369,RECEA,106407,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:24:43",1416,1376,2,29,9,925,887,0,29,9,898,27,1500,575,57,1,35,47,446,7,1,0,9,46,4,14,13,218
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",329,IEUD,108204,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:58",1574,1546,0,11,17,639,611,0,11,17,606,33,1700,1061,28,1,6,0,210,1,1,2,4,2,17,3,13,318
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",367,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:44",1321,1276,3,28,14,840,798,0,28,14,825,15,1400,560,59,1,11,79,172,3,3,0,12,23,66,10,13,373
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",407,SĂPÂNŢA,108945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:27",1395,1355,0,1,39,854,814,0,1,39,831,23,1500,646,23,4,11,87,487,9,0,2,2,0,2,9,18,177
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",330,IEUD,108204,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:31",1631,1593,1,8,29,671,634,0,8,29,650,21,1800,1129,62,1,6,17,183,1,1,4,1,3,1,2,10,358
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",408,SĂPÂNŢA,108945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:14",1341,1297,0,5,39,808,764,0,5,39,772,36,1400,592,18,5,19,49,430,10,0,0,0,0,1,11,11,218
