precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL CONSERVATOR DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PETICĂ MIRCEA-voturi"
18,GALAŢI,"CĂMINUL CULTURAL ION PANAIT-POET 1941-2009",376,PISCU,76996,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:43:58",1180,1156,1,7,16,612,588,1,7,16,566,46,1300,688,303,64,57,27,6,21,1,51,36
18,GALAŢI,"SCOALA GIMNAZIALĂ ”DIMITRIE LUCHIAN ”CORP B , PISCU",377,PISCU,76996,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:01:44",889,864,0,10,15,468,443,0,10,15,448,20,1000,532,268,65,33,13,6,4,1,24,34
18,GALAŢI,"SCOALA GIMNAZIALĂ ” STEFAN CEL MARE” PISCU",378,PISCU,76996,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:04:04",1420,1393,1,6,20,759,732,1,6,20,735,24,1492,733,398,59,43,56,13,15,3,116,32
18,GALAŢI,"ȘCOALA PRIMARĂ VAMEȘ",379,PISCU,76996,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:08",425,411,0,7,7,200,186,0,7,7,190,10,502,302,114,8,4,13,25,6,1,13,6
