precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIURARU-PAL CRISTINA-PARTIDUL SOCIAL DEMOCRAT-voturi","CANCEL EUSEBIU-PARTIDUL NAȚIONAL LIBERAL-voturi","ANTAL MARIA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ANTAL MIHAI-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TĂBĂCARU VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"ŞCOALA GIMNAZIALA NR.1 FARAOANI",339,FARAOANI,22460,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:44:57",1295,1288,1,1,5,521,515,0,1,5,497,24,1400,879,335,66,14,73,9
4,BACĂU,"ŞCOALA GIMNAZIALA NR.1 FARAOANI",338,FARAOANI,22460,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:12",1176,1163,3,3,7,450,440,0,3,7,431,17,1300,852,245,91,12,69,14
4,BACĂU,"ŞCOALA GIMNAZIALA NR.2 FARAOANI",340,FARAOANI,22460,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:11",1122,1099,1,14,8,487,464,1,14,8,471,16,1200,713,389,27,12,19,24
4,BACĂU,"ŞCOALA GIMNAZIALA NR.2 FARAOANI",341,FARAOANI,22460,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:12",812,803,0,7,2,348,339,0,7,2,329,19,900,552,247,29,5,14,34
