precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PUPEZĂ VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","POP IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CORDOŞ IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MUREŞAN SEVER-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CEUCA GEORGE-voturi","HUSU GABRIEL-ADRIAN-voturi"
6,BISTRIŢA-NĂSĂUD,"CABANA STARSILVA FIAD",295,TELCIU,35054,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:15",158,149,0,9,0,90,81,0,9,0,88,2,200,110,26,5,38,13,3,3
6,BISTRIŢA-NĂSĂUD,"CENTRUL DE INFORMARE TURISTICĂ",292,TELCIU,35054,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:40",1002,992,1,3,6,593,584,0,3,6,574,19,1100,507,118,75,118,220,37,6
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC TELCIU",291,TELCIU,35054,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:19",1179,1160,1,8,10,657,639,0,8,10,634,23,1300,643,159,77,122,217,57,2
6,BISTRIŢA-NĂSĂUD,"OCOLUL SILVIC TELCIU",293,TELCIU,35054,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:03",934,921,1,2,10,517,505,0,2,10,503,14,1000,483,93,63,90,207,40,10
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BICHIGIU",294,TELCIU,35054,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:49",660,643,5,7,5,258,242,4,7,5,249,9,700,442,78,23,44,81,23,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TELCIŞOR",296,TELCIU,35054,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:13",872,856,0,5,11,468,452,0,5,11,435,17,950,481,148,39,59,165,20,4
