precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CASA SOCIALĂ-PAROHIA ”SF.DUMITRU” COADA STÂNCII",745,UNGHENI,96003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:06",530,528,1,1,0,231,230,0,1,0,224,7,600,369,25,40,65,83,11,0
24,IAŞI,"SCOALA GIMNAZIALA BOSIA- CORP B",743,UNGHENI,96003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:37",824,821,0,3,0,389,386,0,3,0,377,9,864,413,39,59,118,154,6,1
24,IAŞI,"SCOALA GIMNAZIALA BOSIA-CORP B",744,UNGHENI,96003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:37",700,698,0,2,0,398,396,0,2,0,390,8,800,394,48,53,108,164,11,6
24,IAŞI,"SCOALA PRIMARA MÎNZĂTEŞTI",746,UNGHENI,96003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:19",864,856,0,8,0,385,377,0,8,0,373,12,900,515,75,64,98,111,23,2
24,IAŞI,"SCOALA PRIMARA UNGHENI",747,UNGHENI,96003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:12:36",519,513,1,5,0,268,262,1,5,0,250,12,600,332,15,61,46,108,6,14
