precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUDEANU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SANDU FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","COSOVANU LAURENŢIU CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DRAGOMIR NICOLAE-PARTIDUL S.O.S. ROMÂNIA-voturi","BOZIAN CIPRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"LICEUL CU PROGRAM SPORTIV HELMUT DUCKADAM CLINCENI",188,CLINCENI,102035,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:19:17",1500,1479,1,13,7,866,846,0,13,7,833,33,1649,783,567,88,47,41,90
25,ILFOV,"LICEUL CU PROGRAM SPORTIV HELMUT DUCKADAM CLINCENI",187,CLINCENI,102035,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:04",1321,1295,13,11,2,757,744,0,11,2,738,19,1400,643,503,55,76,35,69
25,ILFOV,"ŞCOALĂ PRIMARĂ NR.1 CLINCENI",186,CLINCENI,102035,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:50:20",1641,1613,0,21,7,1002,974,0,21,7,968,34,1800,798,703,59,74,75,57
25,ILFOV,"SCOALA PRIMARA NR 2 OLTENI",189,CLINCENI,102035,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:24:58",1114,1104,2,5,3,589,581,0,5,3,569,20,1250,661,406,41,39,20,63
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 OLTENI CLINCENI",190,CLINCENI,102035,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:09:02",1100,1082,3,9,6,568,553,0,9,6,551,17,1195,627,312,35,69,26,109
