precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL ACUM-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL GURA VĂII",182,BUJORENI,168880,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:32:15",1154,1128,1,19,6,653,628,0,19,6,630,23,1250,597,195,358,11,35,14,13,1,3
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL, SAT LUNCA-SALA DE EVENIMENTE PARTER",183,BUJORENI,168880,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:54",671,663,0,6,2,332,324,0,6,2,310,22,730,398,186,92,4,14,9,4,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BOGDĂNEŞTI",181,BUJORENI,168880,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:53:18",673,668,0,3,2,387,382,0,3,2,370,17,730,343,121,171,1,30,29,1,4,13
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII OLTENI",180,BUJORENI,168880,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:17:19",1727,1699,4,22,2,952,928,0,22,2,925,27,1870,918,451,274,9,77,36,14,7,57
