precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOLOVAN ION-DOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","ROŞCAN VALERIU-IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","OLEACU COSMIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CROITORU IONEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"CAMINUL CULTURAL BUDESTI",149,COTEŞTI,175885,1,PROV,PRCNCT,P,P_SV,"2024-06-10 13:16:40",1476,1443,1,5,27,830,797,1,5,27,806,24,1621,791,285,74,111,336
41,VRANCEA,"GRADINITA GOLESTII DE SUS",150,COTEŞTI,175885,1,PART,PRCNCT,P,P_SV,"2024-06-10 18:28:31",362,347,1,7,7,229,215,0,7,7,224,5,389,160,83,30,13,98
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „VICTOR SLĂVESCU” COTEȘTI",147,COTEŞTI,175885,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:04",1134,1111,1,12,10,637,614,1,12,10,615,22,1226,589,180,97,37,301
41,VRANCEA,"SCOALA PRIMARA COTESTI",148,COTEŞTI,175885,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:36",466,453,0,8,5,268,255,0,8,5,263,5,497,229,74,13,14,162
41,VRANCEA,"SCOALA VALEA COTESTI",151,COTEŞTI,175885,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:10:46",638,620,1,10,7,389,372,0,10,7,369,19,682,294,147,24,40,158
