precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CEPARI",130,DUMITRA,33202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:30",960,939,1,6,14,565,545,0,6,14,547,18,1050,485,141,65,257,17,35,32
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",128,DUMITRA,33202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:47",1128,1098,5,7,18,663,638,0,7,18,637,26,1236,573,101,91,251,36,141,17
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",129,DUMITRA,33202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:21",1475,1465,1,4,5,892,883,0,4,5,863,29,1600,708,223,155,277,56,148,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ TĂRPIU",131,DUMITRA,33202,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:25",795,782,0,6,7,378,365,0,6,7,360,18,847,469,98,31,188,24,18,1
