precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KATONA MIHÁLY-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"CĂMINUL CULTURAL ATIA",122,CORUND,84175,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:50:20",178,172,1,1,4,91,85,1,1,4,90,1,200,109,90
21,HARGHITA,"GRĂDINIŢĂ DE COPII",119,CORUND,84175,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:36",1366,1314,3,2,47,627,578,0,2,47,610,17,1500,873,610
21,HARGHITA,"ŞCOALA GIMNAZIALĂ CORUND",120,CORUND,84175,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:30:46",1388,1368,2,2,16,794,776,0,2,16,794,0,1500,706,794
21,HARGHITA,"ȘCOALA GIMNAZIALĂ CORUND",121,CORUND,84175,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:56",1437,1407,2,1,27,622,594,0,1,27,618,4,1600,978,618
21,HARGHITA,"ŞCOALA GIMNAZIALĂ FÂNTÂNA BRAZILOR",123,CORUND,84175,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:02:10",255,252,3,0,0,183,182,1,0,0,182,1,300,117,182
21,HARGHITA,"ŞCOALA GIMNAZIALĂ VALEA LUI PAVEL",124,CORUND,84175,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:37",295,281,1,7,6,168,155,0,7,6,159,9,300,132,159
