precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",135,FRUMUŞANI,102945,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:12:27",990,947,0,41,2,681,638,0,41,2,636,45,1037,356,249,41,306,30,10
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",136,FRUMUŞANI,102945,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:34",1070,1037,0,30,3,685,652,0,30,3,629,56,1137,452,222,41,324,35,7
12,CĂLĂRAŞI,"SCOALA GENERALA ORASTI",137,FRUMUŞANI,102945,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:22:33",709,691,1,17,0,450,433,0,17,0,434,16,758,308,132,94,172,30,6
12,CĂLĂRAŞI,"SCOALA GENERALA PASAREA",138,FRUMUŞANI,102945,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:06",644,591,0,50,3,449,396,0,50,3,418,28,648,202,55,44,304,8,7
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.5 PĂDURIȘU",139,FRUMUŞANI,102945,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:13:31",634,582,2,50,0,397,347,0,50,0,392,5,639,242,69,36,235,35,17
