precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","FORȚA DREPTEI-voturi"
5,BIHOR,"CASĂ COMUNALĂ SANTĂUL MARE",259,BORŞ,27631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:17:42",374,342,1,5,26,210,179,0,5,26,209,1,303,93,182,4,17,1,4,1
5,BIHOR,"CENTRUL DE PROMOVARE A CULTURII SÂNTION",261,BORŞ,27631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:39",1760,1700,19,4,37,1009,969,1,4,35,996,13,1726,717,911,19,48,11,6,1
5,BIHOR,"LICEUL TECHNOLOGIC AGROINDUSTRIAL ”TAMASI ARON” BORȘ",258,BORŞ,27631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:13",1276,1236,10,2,28,782,752,0,2,28,775,6,1359,578,655,43,54,4,17,2
5,BIHOR,"ȘCOALA PRIMARĂ SANTĂUL MIC",260,BORŞ,27631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:15:08",506,488,1,7,10,286,269,0,7,10,284,2,548,262,254,6,19,2,2,1
