precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL SUSANI",317,TURŢ,139170,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:48",919,909,0,10,0,360,350,0,10,0,331,29,1003,643,165,44,27,93,2
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL A",314,TURŢ,139170,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:31",1521,1514,0,6,1,630,623,0,6,1,597,33,1665,1035,197,44,92,246,18
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL B",315,TURŢ,139170,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:43",1288,1285,0,1,2,536,533,0,1,2,498,38,1414,878,165,66,61,199,7
32,"SATU MARE","SCOALA CU CLASELE I-VIII NR. 2",316,TURŢ,139170,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:36",1426,1411,0,10,5,598,583,0,10,5,550,48,1558,960,263,74,28,175,10
32,"SATU MARE","ȘCOALA GIMNAZIALĂ GHERȚA MARE, CORP A",318,TURŢ,139170,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:40",1380,1377,0,2,1,510,507,0,2,1,490,20,1521,1011,218,39,63,161,9
