precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
13,CLUJ,"CAMIN CULTURAL",560,MOCIU,58623,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:29:32",274,260,1,11,2,200,187,0,11,2,183,17,287,87,21,47,12,3,82,6,8,4
13,CLUJ,"CAMIN CULTURAL MOCIU - SALA MICA",556,MOCIU,58623,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:29:09",1392,1345,1,17,29,969,923,0,17,29,827,96,1466,543,75,197,74,31,183,108,96,63
13,CLUJ,"CLADIRE MULTIFUNCTIONALA",562,MOCIU,58623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:49:27",264,251,0,13,0,196,183,0,13,0,187,9,279,83,16,29,1,3,78,4,46,10
13,CLUJ,"CLADIRE MULTIFUNCŢIONALĂ",561,MOCIU,58623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:54:39",152,145,0,7,0,93,86,0,7,0,86,7,160,67,20,30,3,3,13,0,10,7
13,CLUJ,"SALĂ MULTIFUNCŢIONALĂ",557,MOCIU,58623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:10:43",174,164,1,8,1,114,105,0,8,1,100,14,182,68,30,31,2,4,16,1,11,5
13,CLUJ,"ŞCOALA ELEMENTARA",558,MOCIU,58623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:34",228,211,1,5,11,158,142,0,5,11,146,11,251,93,4,6,1,117,5,2,7,4
13,CLUJ,"ŞCOALA GENERALĂ",559,MOCIU,58623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:11:30",214,201,0,13,0,129,116,0,13,0,118,11,220,91,30,17,3,5,41,7,13,2
