precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
8,BRAŞOV,"CĂMIN CULTURAL BEIA",322,CAŢA,40768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:42",326,316,0,10,0,210,200,0,10,0,203,7,350,140,29,3,171
8,BRAŞOV,"CĂMIN CULTURAL DRĂUȘENI",323,CAŢA,40768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:46:06",413,406,1,6,0,242,236,0,6,0,217,25,450,208,63,64,90
8,BRAŞOV,"CĂMINUL CULTURAL CAŢA",321,CAŢA,40768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:16",1049,1033,2,11,3,634,620,0,11,3,611,23,1100,466,71,26,514
8,BRAŞOV,"CĂMINUL CULTURAL IONEŞTI",324,CAŢA,40768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:32:59",104,96,1,7,0,62,55,0,7,0,58,4,135,73,4,38,16
8,BRAŞOV,"ŞCOALA GENERALĂ PALOŞ",325,CAŢA,40768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:49",220,182,0,37,1,147,109,0,37,1,140,7,200,53,23,8,109
