precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
3,ARGEŞ,"GRĂDINIŢA PĂDUROIU DIN DEAL",428,"POIANA LACULUI",18028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:16:19",745,741,0,4,0,475,471,0,4,0,458,16,830,356,89,133,60,176,0
3,ARGEŞ,"GRĂDINIŢA PĂDUROIU DIN VALE",429,"POIANA LACULUI",18028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:36",666,654,0,10,2,425,413,0,10,2,415,10,720,295,31,115,85,182,2
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV CĂTUNAŞI",423,"POIANA LACULUI",18028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:27",417,413,0,4,0,281,277,0,4,0,276,5,334,53,23,80,56,115,2
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV DEALUL VIILOR",424,"POIANA LACULUI",18028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:29:09",329,319,0,10,0,246,236,0,10,0,243,3,460,214,14,64,29,135,1
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV DINCULEŞTI",425,"POIANA LACULUI",18028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:13:20",293,286,0,7,0,201,194,0,7,0,197,4,320,119,13,34,56,93,1
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV GĂRDINEŞTI",426,"POIANA LACULUI",18028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:17",394,390,0,4,0,274,270,0,4,0,263,11,430,156,30,63,59,110,1
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV METOFU",427,"POIANA LACULUI",18028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:02",291,286,0,5,0,223,218,0,5,0,212,11,322,99,13,79,38,74,8
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII POIANA LACULUI",422,"POIANA LACULUI",18028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:48:15",1342,1321,1,14,6,912,891,1,14,6,889,19,1494,586,62,332,143,350,2
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII SĂMARA",430,"POIANA LACULUI",18028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:28",763,751,1,11,0,534,523,0,11,0,524,10,817,283,27,190,117,173,17
