precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRIŞAN DAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MOLDOVAN MARIA-PARTIDUL SOCIAL DEMOCRAT-voturi","COCEAN IOAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
28,MUREŞ,"CĂMIN CULTURAL ȘERBENI",278,"BEICA DE JOS",115708,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:03",251,243,0,5,3,163,155,0,5,3,157,6,278,115,21,130,6
28,MUREŞ,"CĂMINUL CULTURAL SÂNMIHAI DE PĂDURE",277,"BEICA DE JOS",115708,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:03:02",189,178,0,6,5,112,101,0,6,5,106,6,200,88,60,44,2
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL BEICA DE SUS",274,"BEICA DE JOS",115708,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:32",230,221,0,5,4,91,82,0,5,4,80,11,254,163,11,68,1
28,MUREŞ,"ȘCOALA PRIMARĂ BEICA DE JOS",273,"BEICA DE JOS",115708,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:25",702,696,0,2,4,337,331,0,2,4,294,43,761,424,24,244,26
28,MUREŞ,"ȘCOALA PRIMARĂ CĂCUCIU",275,"BEICA DE JOS",115708,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:57",124,116,0,4,4,79,71,0,4,4,77,2,135,56,5,68,4
28,MUREŞ,"ȘCOALA PRIMARĂ NADĂȘA",276,"BEICA DE JOS",115708,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:38",179,174,0,4,1,101,96,0,4,1,94,7,195,94,2,68,24
