precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SCOALA GIMNAZIALĂ COSTULENI",399,COSTULENI,96423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:25",1243,1237,0,6,0,621,615,0,6,0,586,35,1400,779,47,254,276,9
24,IAŞI,"ȘCOALA GIMNAZIALĂ COVASNA",400,COSTULENI,96423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:29",907,899,0,8,0,436,428,0,8,0,412,24,996,560,54,143,214,1
24,IAŞI,"ȘCOALA GIMNAZIALĂ COZIA",402,COSTULENI,96423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:39:36",1211,1207,0,4,0,88,84,0,4,0,85,3,1300,1212,7,20,57,1
24,IAŞI,"ȘCOALA GIMNAZIALĂ COZIA",403,COSTULENI,96423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:34",1458,1452,0,6,0,140,134,0,6,0,129,11,1557,1417,7,19,101,2
24,IAŞI,"ȘCOALA GIMNAZIALĂ COZIA",401,COSTULENI,96423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:17:52",1331,1325,0,6,0,170,164,0,6,0,166,4,1500,1330,16,31,116,3
24,IAŞI,"SCOALA PRIMARĂ HILIȚA",404,COSTULENI,96423,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:16",592,585,0,7,0,345,338,0,7,0,320,25,600,255,30,115,172,3
