precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","DANILICI IOAN-voturi"
26,MARAMUREŞ,"CĂMIN CULTURAL",378,REMEŢI,108552,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:07",319,315,0,3,1,152,148,0,3,1,142,10,400,248,34,1,30,12,34,6,10,15
26,MARAMUREŞ,"CANTON DE EXPLOATARE ABA SOMEŞ-TISA",379,REMEŢI,108552,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:12",154,144,0,9,1,72,62,0,9,1,70,2,200,128,25,1,11,13,10,0,3,7
26,MARAMUREŞ,GRĂDINIŢA,377,REMEŢI,108552,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:56",809,800,1,1,7,369,361,0,1,7,344,25,900,531,91,20,63,110,2,2,36,20
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",376,REMEŢI,108552,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:56:43",1391,1372,1,4,14,644,626,0,4,14,600,44,1404,758,163,29,111,207,5,5,44,36
