precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi"
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI SALA A",252,CALAFINDEŞTI,147580,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:33",1006,994,0,3,9,600,588,0,3,9,572,28,1100,500,152,295,24,25,42,34
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI- SALA B",253,CALAFINDEŞTI,147580,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:06",1019,1013,1,0,5,623,618,0,0,5,595,28,1200,577,150,293,17,22,59,54
35,SUCEAVA,"SCOALA PRIMARA BOTOŞANIŢA MARE",254,CALAFINDEŞTI,147580,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:11",283,282,0,0,1,155,154,0,0,1,146,9,233,78,57,69,8,4,3,5
