precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
32,"SATU MARE","CĂMIN CULTURAL SAT HOREA",279,SANISLĂU,138663,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 13:01:12",123,109,0,9,5,75,61,0,9,5,70,5,150,75,4,35,15,0,11,3,0,2
32,"SATU MARE","CĂMIN CULTURAL SAT MARNA NOUĂ",280,SANISLĂU,138663,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 13:13:11",288,280,1,7,0,173,165,1,7,0,170,3,350,177,15,128,19,1,3,3,0,1
32,"SATU MARE","GRĂDINIŢA SANISLĂU",277,SANISLĂU,138663,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 22:44:07",1322,1297,4,6,15,726,704,1,6,15,652,73,1430,705,11,32,279,33,9,45,5,238
32,"SATU MARE","ŞCOALA CU CL. I-VIII GH. BULGĂR-SANISLĂU",278,SANISLĂU,138663,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 23:04:19",1279,1267,0,5,7,739,727,0,5,7,619,120,1350,610,70,124,179,78,23,37,12,96
