precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞOPU PETRE-PARTIDUL SOCIAL DEMOCRAT-voturi","TANUR LAURENŢIA-ANDREIA-PARTIDUL NAȚIONAL LIBERAL-voturi","STAICU IOAN-ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CACARAN CRISTIAN-voturi","CHICIUC ADRIAN-voturi"
38,TULCEA,"CĂMINUL CULTURAL",104,CERNA,160127,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:48:29",805,777,1,6,21,485,458,0,6,21,470,15,863,378,144,125,184,7,10
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL MIRCEA VODĂ",103,CERNA,160127,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:02:22",412,387,1,13,11,250,226,0,13,11,248,2,443,193,85,122,26,5,10
38,TULCEA,"ŞCOALA GENERAL PRAPORGESCU",102,CERNA,160127,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:01:07",150,144,0,4,2,70,64,0,4,2,66,4,162,91,44,9,10,0,3
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”PANAIT CERNA”",101,CERNA,160127,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:21:34",1673,1589,4,40,40,1025,943,2,40,40,1009,16,1749,724,457,199,262,54,37
