precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOCANU CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","LENŢA MARIA-PARTIDUL SOCIAL DEMOCRAT-voturi"
38,TULCEA,"CĂMIN CULTURAL IAZURILE",202,"VALEA NUCARILOR",161482,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:20:48",641,620,0,11,10,343,322,0,11,10,336,7,685,336,187,149
38,TULCEA,"CĂMINUL CULTURAL",200,"VALEA NUCARILOR",161482,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:21:36",813,782,1,12,18,499,468,1,12,18,484,14,861,363,305,179
38,TULCEA,"CĂMINUL CULTURAL AGIGHIOL",201,"VALEA NUCARILOR",161482,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:12",1363,1323,4,6,30,740,704,0,6,30,731,9,1460,720,561,170
