precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SÂRBU MIHAELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DRAGOMIR FLORIN-AURAŞ-PARTIDUL NAȚIONAL LIBERAL-voturi","BARBU MIHAIL-PARTIDUL SOCIAL DEMOCRAT-voturi","CONSTANTIN BOGDAN-NICOLAE-PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"COLEGIUL FERDINAND I",479,MĂNECIU,134096,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:18:52",1218,1211,0,5,2,650,643,0,5,2,642,8,1300,650,44,450,136,12
31,PRAHOVA,"COLEGIUL FERDINAND I",480,MĂNECIU,134096,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:05:51",1047,1041,0,6,0,535,529,0,6,0,523,12,1200,665,31,320,153,19
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",476,MĂNECIU,134096,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:49:53",1318,1308,0,8,2,787,777,0,8,2,771,16,1400,613,40,567,152,12
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.1229",483,MĂNECIU,134096,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:45:28",1541,1535,0,0,6,777,771,0,0,6,757,20,1700,923,55,431,258,13
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.267",481,MĂNECIU,134096,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:36:34",859,849,2,7,1,490,482,0,7,1,475,15,900,410,48,315,104,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.267",482,MĂNECIU,134096,1,PART,PRCNCT,P,P_SV,"2024-06-10 19:02:13",944,937,0,6,1,494,487,0,6,1,481,13,1000,506,27,287,156,11
31,PRAHOVA,"ŞCOALA MICĂ MĂNECIU",478,MĂNECIU,134096,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:52:48",1235,1225,0,9,1,689,679,0,9,1,668,21,1400,711,38,433,185,12
31,PRAHOVA,"ŞCOALA PRIMARĂ CHEIA, NR.1",477,MĂNECIU,134096,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:32",327,317,0,10,0,147,137,0,10,0,139,8,416,269,29,45,61,4
