precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi"
5,BIHOR,"CĂMIN CULTURAL COȘDENI",493,POMEZEU,30470,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:02:26",451,419,0,8,24,327,295,0,8,24,324,3,377,50,189,127,8,0
5,BIHOR,"CĂMIN CULTURAL HIDIȘ",494,POMEZEU,30470,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:00",252,231,0,8,13,207,186,0,8,13,204,3,265,58,100,87,6,11
5,BIHOR,"CĂMIN CULTURAL SPINUȘ DE POMEZEU",497,POMEZEU,30470,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:27",152,138,0,2,12,125,111,0,2,12,124,1,164,39,30,83,11,0
5,BIHOR,"CĂMIN CULTURAL VĂLANI DE POMEZEU",498,POMEZEU,30470,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:15",462,425,2,11,24,328,293,0,11,24,321,7,454,107,131,91,94,5
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 SITANI",496,POMEZEU,30470,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:03",355,335,0,6,14,283,263,0,6,14,273,10,385,102,94,164,14,1
5,BIHOR,"ȘCOALA GENERALĂ LACU SĂRAT",495,POMEZEU,30470,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:35:52",35,34,0,0,1,31,30,0,0,1,30,1,42,11,4,26,0,0
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.1 POMEZEU",491,POMEZEU,30470,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:05",100,91,0,6,3,75,66,0,6,3,75,0,106,31,31,38,5,1
5,BIHOR,"ȘCOALA PRIMARĂ NR.2 CÎMPANI",492,POMEZEU,30470,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:07",337,315,0,10,12,267,245,0,10,12,261,6,362,95,163,77,21,0
