precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUGA DORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","DETOT EUGEN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GONTARU-GAVRIL MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","ANDREI VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi","BALAN IONUŢ-ONOREL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SANDU MIHAELA-GIANINA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
29,NEAMŢ,"ŞCOALA ALMAŞ",282,GÂRCINA,122828,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:40",606,586,0,12,8,345,325,0,12,8,333,12,700,355,82,22,217,5,3,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",281,GÂRCINA,122828,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:46:34",1119,1100,2,9,8,577,558,2,9,8,564,13,1200,623,129,5,374,31,22,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",283,GÂRCINA,122828,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:23:08",1060,1042,0,5,13,511,493,0,5,13,490,21,1200,689,207,12,232,20,9,10
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”, CORP A",280,GÂRCINA,122828,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:26",1204,1181,2,20,1,672,650,1,20,1,646,26,1300,628,221,6,351,24,18,26
