precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RĂU DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TROANCĂ IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","LUDOŞAN IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞOAITA ILIE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"CAMIN CULTURAL",198,"ORAŞ MIERCUREA SIBIULUI",144928,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:38:59",667,652,6,8,1,297,287,1,8,1,281,16,720,423,105,147,24,5
34,SIBIU,"CAMIN CULTURAL",197,"ORAŞ MIERCUREA SIBIULUI",144928,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:57",1517,1464,5,37,11,490,442,0,37,11,473,14,1610,1120,49,340,77,7
34,SIBIU,"PRIMĂRIA ORAŞULUI MIERCUREA SIBIULUI",196,"ORAŞ MIERCUREA SIBIULUI",144928,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:12:33",966,931,3,25,7,495,462,1,25,7,479,16,1030,535,154,225,75,25
34,SIBIU,"PRIMĂRIA ORAŞULUI MIERCUREA SIBIULUI",195,"ORAŞ MIERCUREA SIBIULUI",144928,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:24",813,790,3,15,5,465,442,3,15,5,455,10,870,405,163,208,64,20
