precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HUNDORFEAN VALERIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ANTAL VICTOR-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
28,MUREŞ,"CĂMINUL CULTURAL DANES",340,DANEŞ,116493,7,PART,PRCNCT,P,P_SV,"2024-06-10 09:14:17",975,963,0,9,3,521,509,0,9,3,514,7,1070,549,274,240
28,MUREŞ,"CĂMINUL CULTURAL STEJĂRENII",345,DANEŞ,116493,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:21",270,262,1,7,0,85,78,0,7,0,78,7,290,205,41,37
28,MUREŞ,"CLUBUL TINERETULUI",341,DANEŞ,116493,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:58",1028,1020,1,5,2,547,540,0,5,2,514,33,1120,573,278,236
28,MUREŞ,"ŞCOALA GIMNAZIALA INV.”STROIESCU IOAN ”CRIŞ",342,DANEŞ,116493,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:20",572,559,2,6,5,219,208,0,6,5,210,9,621,402,100,110
28,MUREŞ,"SCOALA GIMNAZIALA SELEUS-DANES",344,DANEŞ,116493,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:19",953,943,4,6,0,419,413,0,6,0,393,26,1040,621,183,210
28,MUREŞ,"SCOALA GIMNAZIALA SELEUS-DANES",343,DANEŞ,116493,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:34",911,903,4,4,0,366,362,0,4,0,355,11,1000,634,189,166
