precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂRĂSCU IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DEACONESCU IULICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi"
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL CORNĂȚELU",280,POBORU,128301,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:04",720,711,0,9,0,434,425,0,9,0,423,11,775,341,390,33
30,OLT,"ŞCOALA GIMNAZIALĂ",279,POBORU,128301,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:23:37",565,542,0,23,0,390,367,0,23,0,367,23,600,210,321,46
30,OLT,"ŞCOALA PRIMARĂ",281,POBORU,128301,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:52",220,215,0,5,0,144,139,0,5,0,143,1,235,91,123,20
