precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PĂIUŞ ION-voturi"
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BUNEȘTI",243,BUNEŞTI,147465,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:45",582,579,0,3,0,359,356,0,3,0,347,12,630,271,202,130,7,8
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL PODENI",245,BUNEŞTI,147465,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:25:13",510,505,0,5,0,243,238,0,5,0,231,12,560,317,109,104,11,7
35,SUCEAVA,"SCOALA GIMNAZIALA PETIA",244,BUNEŞTI,147465,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:05",624,620,0,4,0,328,324,0,4,0,292,36,677,349,57,191,19,25
35,SUCEAVA,"SCOALA UNCESTI",246,BUNEŞTI,147465,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:02",546,543,0,3,0,322,319,0,3,0,296,26,600,278,104,173,5,14
