precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","POPESCU EUGEN-voturi"
3,ARGEŞ,"GRĂDINIȚA NR. 1 BASCOV",204,BASCOV,13187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:01:06",1260,1251,4,3,2,618,615,0,1,2,604,14,1415,797,107,99,109,182,4,54,41,8
3,ARGEŞ,"ŞCOALA GENERALĂ BASCOV, CLĂDIREA NOUĂ",206,BASCOV,13187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:15:12",1598,1581,9,4,4,856,848,0,4,4,826,30,1750,894,144,185,84,318,10,34,38,13
3,ARGEŞ,"ŞCOALA GENERALĂ BASCOV, CLĂDIREA VECHE",205,BASCOV,13187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:24:01",1958,1940,5,9,4,971,956,2,9,4,944,27,2149,1178,127,182,117,392,25,41,43,17
3,ARGEŞ,"ŞCOALA GENERALĂ GLÎMBOCU",207,BASCOV,13187,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:56:30",820,811,3,6,0,460,454,0,6,0,451,9,898,438,44,61,71,226,5,20,18,6
3,ARGEŞ,"ŞCOALA GENERALĂ MICA",208,BASCOV,13187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:46",486,478,1,7,0,332,325,0,7,0,322,10,528,196,30,15,50,201,2,11,12,1
3,ARGEŞ,"ŞCOALA GENERALĂ SCHIAU",209,BASCOV,13187,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 21:57:25",1553,1541,0,7,5,807,795,0,7,5,774,31,1705,900,103,122,152,335,7,30,19,6
3,ARGEŞ,"ŞCOALA GENERALĂ VALEA URSULUI",210,BASCOV,13187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:36",1581,1574,4,2,1,882,879,0,2,1,865,17,1745,863,95,81,188,458,6,9,21,7
