precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOADER CRISTIN-ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DUP MARIUS-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PANDOR TRAIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PURDA GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PANDOR ILEANA-NICOLETA-FORȚA DREPTEI-voturi"
1,ALBA,"CĂMINUL CULTURAL CIOARA DE SUS",121,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:33:08",188,173,0,7,8,116,101,0,7,8,116,0,210,94,4,80,29,0,3
1,ALBA,"CĂMINUL CULTURAL MUNCELU",122,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:03",278,275,0,2,1,179,176,0,2,1,175,4,300,121,68,61,42,1,3
1,ALBA,"CĂMINUL CULTURAL SARTĂŞ",123,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:33:46",296,291,0,2,3,133,128,0,2,3,132,1,320,187,24,68,35,1,4
1,ALBA,"LICEUL ”DR. LAZĂR CHIRILĂ”",119,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:44",590,575,0,7,8,342,327,0,7,8,334,8,630,288,26,132,161,8,7
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",117,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:47:57",903,850,1,24,28,532,480,0,24,28,516,16,971,439,62,251,163,19,21
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",118,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:35:27",378,368,0,5,5,378,368,0,5,5,368,9,847,470,28,218,95,21,6
1,ALBA,"ŞCOALA PRIMARĂ BRĂZEŞTI",120,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:47",207,198,0,1,8,112,103,0,1,8,111,1,220,108,16,32,52,6,5
