precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUNTEANU MARCEL-PARTIDUL NAȚIONAL LIBERAL-voturi","MORARU LAURENŢIU-GIGI-PARTIDUL SOCIAL DEMOCRAT-voturi","DĂNĂILĂ LUCA-FORȚA DREPTEI-voturi"
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR. 1 FOLTESTI - SALA NR.1",299,FOLTEŞTI,76282,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:17",832,832,0,0,0,393,393,0,0,0,380,13,918,525,59,312,9
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1 FOLTESTI - SALA NR.2",300,FOLTEŞTI,76282,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:13",886,883,0,0,3,454,451,0,0,3,445,9,980,526,52,378,15
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 STOICANI",301,FOLTEŞTI,76282,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:37:44",814,812,0,1,1,416,414,0,1,1,392,24,895,479,81,296,15
