precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL OLTENILOR-voturi"
17,DOLJ,"CAMIN CULTURAL ALBESTI",495,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:00:06",1290,1232,2,56,0,749,693,0,56,0,715,34,1301,552,76,436,83,57,22,13,5,23
17,DOLJ,"CAMIN CULTURAL DUDOVICESTI",496,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:14",1015,973,3,38,1,550,512,0,38,0,538,12,1000,450,147,246,43,44,12,37,1,8
17,DOLJ,"CAMIN CULTURAL FLORESTI",497,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:20:03",673,638,0,35,0,363,328,0,35,0,349,14,800,437,89,154,27,26,16,29,0,8
17,DOLJ,"GRADINITA LESILE",499,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:32",753,726,0,27,0,442,415,0,27,0,419,23,800,358,20,202,99,17,7,8,18,48
17,DOLJ,"SCOALA IZVOR",498,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:55:37",651,621,0,26,4,433,403,0,26,4,409,24,700,267,30,221,50,16,5,6,45,36
17,DOLJ,"SCOALA MILESTI",500,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:31:54",648,611,1,32,4,395,359,0,32,4,379,16,700,305,22,265,44,12,6,11,7,12
