precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"CENTRU SOCIAL DE ZI PENTRU PERSOANE VÂRSTNICE (CANTINA SOCIALĂ)",364,DIOSIG,29092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:35",1187,1174,0,12,1,509,496,0,12,1,494,15,1284,775,371,83,20,20
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",366,DIOSIG,29092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:36",949,926,0,22,1,515,492,0,22,1,498,17,1011,496,431,43,14,10
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",367,DIOSIG,29092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:57",1217,1202,3,7,5,549,536,1,7,5,526,23,1352,803,142,299,80,5
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",368,DIOSIG,29092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:23:51",1084,1069,3,12,0,719,706,1,12,0,608,111,1183,464,508,21,77,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",369,DIOSIG,29092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:45",235,225,0,10,0,117,107,0,10,0,114,3,240,123,83,26,4,1
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG,",365,DIOSIG,29092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:40",900,890,1,6,3,472,463,0,6,3,444,28,991,519,367,48,16,13
