precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUFĂ GEORGE-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","GÂJU MARIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","BOLBOAŞĂ MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COCOŞ GRIGORE-voturi"
14,CONSTANŢA,"ANEXA LICEULUI TEHNOLOGIC ”NICOLAE DUMITRESCU”",430,CUMPĂNA,61620,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:17:42",1923,1911,3,7,2,958,949,0,7,2,938,20,2103,1145,121,623,158,36
14,CONSTANŢA,"GRĂDINIȚA ”FLORILOR”",429,CUMPĂNA,61620,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:46",1906,1888,1,16,1,963,946,0,16,1,931,32,2077,1114,110,614,167,40
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”NICOLAE DUMITRESCU”",426,CUMPĂNA,61620,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:40:43",1764,1753,1,8,2,903,893,0,8,2,876,23,1931,1028,98,625,102,51
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”NICOLAE DUMITRESCU”",425,CUMPĂNA,61620,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:29:23",1866,1837,2,26,1,989,962,0,26,1,956,33,2015,1026,87,715,136,18
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”NICOLAE DUMITRESCU”",424,CUMPĂNA,61620,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:20:52",1734,1727,1,5,1,819,813,0,5,1,797,22,1900,1081,84,532,148,33
14,CONSTANŢA,"SALA DE SPORT 1",427,CUMPĂNA,61620,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:20:48",1976,1967,1,5,3,1005,997,0,5,3,995,10,2162,1157,129,648,179,39
14,CONSTANŢA,"SALA DE SPORT 1",428,CUMPĂNA,61620,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:59:26",1981,1971,4,6,0,966,959,1,6,0,934,32,2168,1202,88,614,190,42
