precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NICA BOGDAN-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SĂRARU ALEXANDRU-FLORIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VOLOSEVICI ANDREI-LIVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ENESCU RĂZVAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TOMA-COCHINESCU CRISTINA-PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","BECIU NARCIS-CĂTĂLIN-PARTIDUL NAȚIONAL DE CENTRU-voturi","DORU MARIAN-PARTIDUL PATRIOȚILOR-voturi","DOLNICEANU SIMONA-ELENA-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","URZEALĂ IONUŢ-MIHAIL-PARTIDUL ECOLOGIST ROMÂN-voturi","POLIŢEANU MIHAI-LAURENŢIU-voturi"
31,PRAHOVA,"S.C. ”ELECTRICA” S.A.",18,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:29:23",1081,1065,6,10,0,428,418,0,10,0,416,12,1200,772,80,33,51,52,15,1,9,38,8,129
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",149,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:43",1296,1283,6,7,0,526,519,0,7,0,508,18,1400,874,108,36,80,58,16,6,1,50,10,143
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",150,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:34",1255,1246,2,7,0,514,507,0,7,0,498,15,1400,874,94,25,86,65,12,4,5,42,16,149
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU)",138,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:41",1210,1202,3,4,1,455,450,0,4,1,430,23,1300,845,79,31,74,49,16,3,4,27,15,132
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU)",139,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:39",891,885,1,4,1,344,339,0,4,1,332,12,1000,656,68,20,76,53,14,4,1,21,8,67
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU”)",137,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:06",1413,1407,3,3,0,606,603,0,3,0,594,12,1600,991,118,27,94,94,26,7,7,55,9,157
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",36,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:38:15",1215,1209,0,6,0,423,417,0,6,0,413,10,1300,877,95,60,73,20,8,1,7,22,11,116
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",38,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:00:04",734,731,0,3,0,227,224,0,3,0,208,19,800,573,59,34,24,6,2,6,1,12,3,61
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",37,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:56:17",1346,1341,2,3,0,486,483,0,3,0,447,39,1400,914,111,46,106,24,8,5,5,30,5,107
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANTON PANN”",39,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:42",1465,1458,1,6,0,536,530,0,6,0,513,23,1600,1064,122,62,106,47,9,2,5,28,7,125
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CANDIANO POPESCU”",7,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:03",1213,1201,3,9,0,528,519,0,9,0,507,21,1300,772,135,32,113,85,15,4,5,39,10,69
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CANDIANO POPESCU”",8,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:18:48",1147,1123,1,6,17,363,340,0,6,17,351,12,1200,837,85,47,68,33,10,5,5,30,9,59
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”CANDIANO POPESCU” PLOIEȘTI",35,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 21:38:16",1576,1562,0,13,1,629,615,0,13,1,604,25,1722,1093,130,57,105,77,19,7,5,36,11,157
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",5,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:34",1242,1231,5,6,0,574,568,0,6,0,562,12,1300,726,116,36,91,99,18,8,13,54,10,117
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",6,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 21:05:56",1201,1184,13,4,0,552,548,0,4,0,538,14,1300,748,115,30,105,67,5,1,3,58,6,148
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”FLORIN COMIŞEL”",22,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:28:38",1382,1368,1,13,0,558,545,0,13,0,537,21,1400,842,90,49,85,69,16,2,17,41,25,143
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”FLORIN COMIȘEL”",21,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:27:20",1447,1437,3,7,0,532,525,0,7,0,520,12,1600,1068,90,49,105,50,17,11,23,33,12,130
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",56,"MUNICIPIUL PLOIEŞTI",130534,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:55:55",1214,1206,0,7,1,507,499,0,7,1,492,15,1300,793,102,34,109,57,11,11,2,52,2,112
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",57,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:26",1285,1274,3,8,0,495,486,1,8,0,473,22,1400,905,90,31,85,53,10,1,4,65,5,129
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",85,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-11 12:27:35",1233,1219,0,13,1,481,467,0,13,1,471,10,1300,819,102,31,70,32,12,2,7,55,10,150
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",87,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:29",1134,1129,0,5,0,469,464,0,5,0,449,15,1200,736,110,24,79,48,11,5,6,44,10,112
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",86,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:56",1247,1240,1,6,0,467,461,0,6,0,451,16,1300,833,79,28,92,42,7,3,9,40,7,144
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",84,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:17",1193,1186,0,7,0,487,480,0,7,0,475,12,1300,813,78,23,132,44,18,4,7,33,8,128
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GRIGORE MOISIL”",144,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-11 16:23:06",1045,1040,1,4,0,388,384,0,4,0,378,10,1100,712,55,22,67,36,13,0,1,28,10,146
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GRIGORE MOISIL”",143,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:02:57",998,989,2,7,0,368,361,0,7,0,356,12,1100,732,59,24,87,35,10,1,3,30,6,101
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",142,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:12",1481,1440,36,5,0,633,627,1,5,0,611,22,1600,967,129,35,91,82,10,3,5,66,18,172
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",140,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:06",789,781,0,8,0,323,315,0,8,0,312,11,900,577,63,22,43,44,10,3,4,29,9,85
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",141,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:56",1072,1064,3,5,0,475,470,0,5,0,458,17,1200,725,96,17,85,64,8,4,6,47,8,123
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",80,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:24:49",1718,1714,0,3,1,829,826,0,2,1,803,26,1900,1071,164,37,138,97,38,3,10,81,13,222
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",78,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:20:08",1503,1495,4,4,0,632,628,0,4,0,615,17,1600,968,101,38,108,74,25,4,8,63,16,178
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",79,"MUNICIPIUL PLOIEŞTI",130534,3,PART,PRCNCT,P,P_SV,"2024-06-11 11:47:14",1832,1820,2,10,0,827,817,0,10,0,805,22,1900,107,151,58,145,90,25,7,13,99,16,201
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",81,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 20:02:35",1408,1381,4,6,17,602,579,0,6,17,593,9,1500,898,101,38,119,50,21,4,10,51,12,187
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",112,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:59:53",1366,1365,0,1,0,587,586,0,1,0,572,15,1502,915,109,24,103,85,17,9,6,76,8,135
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",114,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:00:43",1208,1200,0,8,0,563,555,0,8,0,538,25,1300,737,111,32,89,64,16,4,11,50,13,148
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",113,"MUNICIPIUL PLOIEŞTI",130534,4,PART,PRCNCT,P,P_SV,"2024-06-10 16:39:45",1331,1322,1,8,0,592,584,0,8,0,578,14,1400,808,113,38,129,70,10,1,13,47,16,141
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”IENĂCHIȚĂ VĂCĂRESCU”",111,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:26",1037,1030,0,7,0,427,420,0,7,0,416,11,1200,773,87,33,64,62,13,1,8,36,10,102
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHŢĂ VĂCĂRESCU”",115,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:42",873,866,1,6,0,382,376,0,6,0,364,18,900,518,72,27,60,52,11,5,5,36,11,85
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",47,"MUNICIPIUL PLOIEŞTI",130534,4,PART,PRCNCT,P,P_SV,"2024-06-10 21:01:39",1195,1187,0,8,0,496,488,0,8,0,471,20,1200,704,75,43,91,39,9,7,4,54,14,135
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",49,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 19:57:41",1183,1176,0,7,0,493,486,0,7,0,469,24,1300,807,83,38,112,51,14,3,8,43,6,111
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",48,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:11",1037,1034,0,3,0,381,378,0,3,0,363,18,1100,719,76,34,82,35,10,1,4,30,6,85
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",135,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:37:03",1090,1081,0,6,3,464,455,0,6,3,442,13,1200,745,93,31,90,37,15,4,4,37,13,118
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",133,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:41:46",1184,1174,6,4,0,516,512,0,4,0,506,10,1300,784,90,32,113,89,10,8,7,42,10,105
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",132,"MUNICIPIUL PLOIEŞTI",130534,3,PART,PRCNCT,P,P_SV,"2024-06-11 14:24:23",1336,1327,0,9,0,499,490,0,9,0,485,14,1500,1001,88,42,101,53,8,0,4,45,8,136
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",134,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:51:45",1146,1136,1,3,6,470,461,0,3,6,459,11,1200,730,53,27,93,69,20,4,8,58,11,116
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",136,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:45:35",1246,1236,3,7,0,537,529,1,7,0,511,26,1400,863,95,36,82,61,12,4,7,59,9,146
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",64,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:29",1184,1181,1,2,0,514,512,0,2,0,487,27,1300,786,90,33,93,52,13,4,7,59,14,122
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",65,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:39",1257,1250,1,6,0,509,503,0,6,0,493,16,1300,791,103,45,89,59,8,4,2,43,9,131
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",127,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:29:37",973,964,0,9,0,398,389,0,9,0,376,22,1100,702,74,27,93,36,9,2,9,29,3,94
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",126,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:34:46",1381,1376,1,4,0,501,497,0,4,0,493,8,1500,999,70,35,146,37,18,3,5,39,13,127
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",125,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:47:11",1337,1330,0,6,1,518,511,0,6,1,494,24,1500,982,99,37,109,40,9,4,9,33,10,144
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",124,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-11 12:17:31",1334,1326,1,7,0,488,481,0,7,0,467,21,1500,1010,92,36,105,42,10,3,22,48,4,105
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",96,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:57:34",1259,1245,7,7,0,437,430,0,7,0,418,19,1400,963,57,31,88,46,17,4,9,57,12,97
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",97,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:01",1155,1147,0,8,0,464,456,0,8,0,457,7,1300,836,84,20,102,65,12,3,2,32,10,127
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",98,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 18:21:39",1221,1216,0,5,0,428,423,0,5,0,414,14,1300,872,71,27,91,23,16,3,6,40,6,131
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",23,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:14:43",1234,1226,1,7,0,544,537,0,7,0,524,20,1404,860,126,34,87,61,9,5,4,48,8,142
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",24,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:23:45",1316,1308,1,7,0,611,604,0,7,0,588,23,1400,789,129,42,91,97,18,3,7,48,14,139
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR. 13 (FOSTA ŞCOALĂ GIMNAZIALĂ ”DIMITRIE BOLINTINEANU”)",31,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:50:33",966,957,0,8,1,405,396,0,8,1,394,11,1100,694,102,25,56,51,15,7,1,46,8,83
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR. 13 (FOSTA ŞCOALĂ GIMNAZIALĂ ”DIMITRIE BOLINTINEANU”)",30,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:38:29",1083,1078,0,5,0,460,455,0,5,0,445,15,1200,740,87,45,95,56,18,0,0,45,13,86
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",123,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:15",1170,1164,0,6,0,481,475,0,6,0,461,20,1300,819,82,27,109,48,12,1,13,45,5,119
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",121,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-11 11:19:27",1054,1047,0,7,0,463,456,0,7,0,450,13,1100,637,83,33,109,45,14,6,6,31,8,115
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",122,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:20",1334,1326,2,6,0,515,509,0,6,0,492,23,1400,885,108,49,111,38,20,2,7,38,7,112
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”RADU STANIAN”",67,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:57:19",996,985,3,8,0,434,426,0,8,0,417,17,1100,666,87,37,85,49,11,1,4,39,4,100
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”RAREŞ VODĂ”",50,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 17:35:37",948,937,2,9,0,453,443,1,9,0,441,7,1000,547,88,35,87,61,6,10,5,43,14,92
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",26,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:11:00",1361,1344,0,17,0,623,606,0,17,0,603,20,1400,777,120,31,105,105,17,0,4,51,14,156
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",28,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:49:20",1206,1198,2,6,0,527,521,0,6,0,507,20,1300,773,90,39,83,92,13,5,2,39,8,136
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",29,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:33",1209,1199,2,7,1,553,545,0,7,1,542,11,1300,747,112,48,81,78,18,3,12,33,13,144
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",27,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:19",1278,1254,15,8,1,563,554,0,8,1,542,21,1400,837,104,37,105,96,9,6,1,54,11,119
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",59,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:48:04",786,778,1,7,0,283,276,0,7,0,273,10,900,617,57,39,65,17,7,1,4,31,1,51
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",58,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-11 11:09:03",1124,1117,2,5,0,427,422,0,5,0,405,22,1200,773,90,45,75,21,11,0,7,40,10,106
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”TOMA CARAGIU”",94,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 20:39:38",835,826,1,8,0,351,343,0,8,0,336,15,902,551,53,43,60,36,8,4,11,34,7,80
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”TOMA CARAGIU”",95,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:48",1204,1200,0,4,0,471,467,0,4,0,461,10,1300,829,77,31,89,42,12,3,4,52,4,147
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”TOMA CARAGIU”",93,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:30",1049,1045,0,4,0,389,385,0,4,0,382,7,1204,815,77,22,83,34,6,2,3,33,7,115
31,PRAHOVA,"ŞCOALA NR. 19",66,"MUNICIPIUL PLOIEŞTI",130534,3,PART,PRCNCT,P,P_SV,"2024-06-11 13:50:11",1315,1307,0,8,0,635,627,0,8,0,582,53,1400,765,308,48,60,23,5,1,28,23,5,81
31,PRAHOVA,"ŞCOALA PRIMARĂ NR. 22 (FOSTA ŞCOALĂ GIMNAZIALĂ ”MITICĂ APOSTOL”)",156,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-11 10:32:58",1418,1413,0,5,0,495,490,0,5,0,471,19,1600,1105,32,56,62,31,33,7,1,35,10,204
31,PRAHOVA,"S.C. TRANSPORT CĂLĂTORI EXPRESS S.A.",32,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:14:00",1581,1574,2,5,0,644,639,0,5,0,607,37,1700,1056,204,80,197,21,14,3,8,17,11,52
31,PRAHOVA,"S.C. TRANSPORT CĂLĂTORI EXPRESS S.A.",34,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:17:23",995,991,2,2,0,415,413,0,2,0,403,12,1100,685,97,31,105,47,13,1,2,21,10,76
31,PRAHOVA,"S.C. TRANSPORT CĂLĂTORI EXPRESS S.A.",33,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 20:22:52",1080,1069,1,10,0,457,447,0,10,0,440,17,1200,743,95,33,92,44,12,1,3,41,9,110
31,PRAHOVA,"SISTEMUL DE GOSPODĂRIRE A APELOR PRAHOVA",109,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:29:09",1007,993,5,9,0,479,470,0,9,0,468,11,1100,621,114,18,85,71,9,4,7,44,8,108
31,PRAHOVA,"TEATRUL ”TOMA CARAGIU” PLOIEȘTI",17,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:04",812,802,2,8,0,368,360,0,8,0,357,11,900,532,79,22,65,63,14,7,4,39,1,63
