precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
4,BACĂU,"CĂMINUL CULTURAL SATUL CORNĂŢEL",624,URECHEŞTI,26029,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:26:47",705,703,0,2,0,374,372,0,2,0,349,25,700,326,55,19,91,184
4,BACĂU,"GRĂDINIŢA SATUL SLOBOZIA",627,URECHEŞTI,26029,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:07:53",431,426,0,5,0,238,233,0,5,0,221,12,500,262,12,47,99,63
4,BACĂU,"SALA DE CEREMONII",623,URECHEŞTI,26029,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:09:53",1332,1326,0,6,0,723,717,0,6,0,654,57,1400,689,236,38,224,156
4,BACĂU,"ŞCOALA GENERALA CU CASELE I-IV SATUL LUNCA DOCHIEI",625,URECHEŞTI,26029,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:35:50",247,240,0,7,0,140,133,0,7,0,122,10,300,167,35,11,31,45
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV SATUL SATU NOU",626,URECHEŞTI,26029,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:53:47",241,236,0,4,1,144,139,0,4,1,134,9,300,156,28,10,52,44
