precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OPREA ZAMFIREL-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"CAMIN CULTURAL POIANA CRISTEI, PRIMARIA COMUNEI POIANA CRISTEI",247,"POIANA CRISTEI",177263,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 10:35:11",944,908,0,10,26,639,603,0,10,26,594,45,1024,385,45,72,81,265,131
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT MAHRIU, SCOALA COORDONATORARE POIANA CRISTEI",248,"POIANA CRISTEI",177263,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:57:57",275,268,0,0,7,179,172,0,0,7,174,5,305,126,8,5,28,82,51
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PETREANU. SCOALA COORDONATOARE POIANA CRISTEI",249,"POIANA CRISTEI",177263,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:40",120,114,0,5,1,84,78,0,5,1,82,2,126,42,4,14,7,54,3
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PODU LACULUI, SCOALA COORDONATOARE POIANA CRISTEI",250,"POIANA CRISTEI",177263,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:14:09",493,478,1,3,11,340,326,0,3,11,315,25,538,198,5,23,36,109,142
41,VRANCEA,"SCOALA CU CLASELE I-VIII SAT TIRITU, SCOALA COORDONATOARE POIANA CRISTEI",251,"POIANA CRISTEI",177263,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 10:41:00",219,211,0,3,5,127,119,0,3,5,117,10,237,110,10,18,11,59,19
