precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALOGH DANIEL-BÉLA-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU CĂLIN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VIK OTTO-ANTON-PARTIDUL NAȚIONAL LIBERAL-voturi","MOISE DAN-FORȚA DREPTEI-voturi","CORONDAN REMUS-IONEL-voturi"
32,"SATU MARE","PRIMARIA CRAIDOROLT",180,CRAIDOROLŢ,137443,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:43",855,842,5,7,1,516,505,3,7,1,482,34,900,384,247,7,210,18,0
32,"SATU MARE","ŞCOALA PRIMARĂ CRIŞENI",181,CRAIDOROLŢ,137443,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:02:54",142,136,0,6,0,68,62,0,6,0,65,3,197,129,38,6,8,13,0
32,"SATU MARE","ŞCOALA PRIMARĂ ERIU SÂNCRAI",182,CRAIDOROLŢ,137443,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:46",484,474,0,5,5,306,296,0,5,5,295,11,500,194,126,0,10,159,0
32,"SATU MARE","ŞCOALA PRIMARĂ SATU MIC",183,CRAIDOROLŢ,137443,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:51",171,159,1,11,0,108,97,0,11,0,99,9,200,92,47,1,9,39,3
