precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLARIU VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","VOICU PETREA-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIFOR SEBASTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BREAHNĂ MARIANA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
4,BACĂU,"CĂMIN CULTURAL COȚOFĂNEȘTI",318,COŢOFĂNEŞTI,22059,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:29:48",974,947,0,6,21,601,574,0,6,21,577,24,1000,399,414,42,104,17
4,BACĂU,"CĂMINUL CULTURAL DIN SATUL BORŞANI",320,COŢOFĂNEŞTI,22059,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:12:52",580,565,0,5,10,334,319,0,5,10,328,6,600,266,278,35,2,13
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BÎLCA",319,COŢOFĂNEŞTI,22059,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:46:09",593,579,0,5,9,334,320,0,5,9,324,10,600,266,162,11,126,25
4,BACĂU,"ŞCOALA CU CLASELE I-IV TĂMĂSOAIA",321,COŢOFĂNEŞTI,22059,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:25",394,390,0,4,0,216,212,0,4,0,204,12,500,284,141,6,55,2
