precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RĂSCĂEŢI",357,RĂSCĂEŢI,179926,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:49",957,936,0,2,19,677,658,0,2,17,664,13,1050,373,77,48,497,42
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ DRĂGHINEASCA",356,RĂSCĂEŢI,179926,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:07",800,791,0,1,8,615,606,0,1,8,598,17,882,267,63,60,416,59
