precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GÂSCAN CRISTEA-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞTEFAN MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","TICĂ JAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","APTULA ILMI-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"CĂMIN CULTURAL",454,INDEPENDENŢA,61871,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:38:20",308,298,0,2,8,197,187,0,2,8,179,8,329,142,15,68,20,76
14,CONSTANŢA,"LICEUL TEHNOLOGIC",453,INDEPENDENŢA,61871,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:11:55",983,957,1,8,17,624,599,0,8,17,597,27,1057,433,106,239,58,194
14,CONSTANŢA,"SCOALA GENERALĂ",455,INDEPENDENŢA,61871,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:28:34",501,490,1,7,3,311,300,1,7,3,287,19,543,237,33,150,31,73
14,CONSTANŢA,"SCOALA GENERALĂ",457,INDEPENDENŢA,61871,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:53:11",237,234,0,2,1,159,156,0,2,1,155,4,259,100,47,74,3,31
14,CONSTANŢA,"SCOALA GENERALĂ",456,INDEPENDENŢA,61871,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:34",300,291,0,4,5,187,178,0,4,5,176,11,322,135,67,66,8,35
